"_type","comment","data_type","language","product","reviewer","reviewer_review_count","time","title","vote"
"dict","Please do not purchase an Acer laptop!! Cheap poor quality product and rude un-helpful service department. I purchased an Aspire 315 at the start of September 18 and a couple of days ago (October 22] The screen went. I never dropped or miss handled the Laptop so can only imagine the screen cracked due to poor flimsy quality of the lid when closing it?? . Told to send 2 photos and was told it would not be repaired under warranty because it is physical damage. Just utter rubbish the laptop is not fit for purpose. Customer service very unhelpful and after complaining was told I could send in the laptop for them to take a look but I could tell by their attitude they would just blame me and say that I would need to pay for the repair and if I did not want to pay for a repair I would need to pay £37.00 post charge to have the laptop returned!! I ended up having to take laptop to local independent repair company and pay £90 for a new screen!! I would never ever get any acer products again .Just not a helpful company and after reading other reviews I see I am not alone. Laptop sticks a lot on startup that is very annoying!!  AVOID!!!!!!","review","english","ACER","Ian Morrison","3","2018-10-25T23:31:34.000+00:00","Avoid Acer!!!","1"
"dict","Would give 0 stars if possible. Disgusting Customer service, poor quality laptops and a terribly organised company. I would avoid at all cost.","review","english","ACER","Joanna Smith","2","2018-10-04T15:18:42.000+00:00","Would give 0 stars if possible","1"
"dict","Cheap, crappily produced laptops, the only thing they are good for is to be used as a paperweight or a doorstop. They are sold in Argos who specialise in selling cheap shodilly produced crap, which explains why Acer sell a lot of their laptops there.  Within months these pieces of crap develop software and hard ware faults and are unusable within six months. Pay a bit extra and avoid buying any Acer product if you can, they make Lenovo look good which isn't saying much.  Minus ratings are not allowed but mine would be a minus five","review","english","ACER","Steve Harper","7","2018-09-18T21:55:35.000+00:00","Cheap crappily produced laptops","1"
"dict","I bought acer aspire A315 a year and a day ago. On purchase I was impressed and rated this product high. A day after the warranty expired it failed to boot, no reason why... mystery!!! In common words ""It's dead"". From then on the customer care is none because they just bleed money for repairs. I don't trust acer and their products. I defiantly can't recommend.","review","english","ACER","Christopher Winstanley","2","2018-09-18T21:57:45.000+00:00","I bought acer aspire A315 a year and a…","1"
"dict","Acer is known for affordable yet powerful laptops and this still stands true. I very much enjoy the Predator Helios 300 laptop i purchased from predator and for almost 1 year had no issues with it. Now their customer support and repair facilities are another story all together. I sent my laptop in for a faulty power button which seemed to only wanna work when it felt like it. I receive a call a few days later being told that they would not repair the faulty power button until my screen was repaired. Now im confused because the only issue that my laptop had when it was sent in is a faulty power button and i tell them that the screen had not been broken. They reassure me with photos that they swear that my laptop had arrived with a broken screen ( I used enough bubble wrap that i could of played basketball with it perfectly fine). So being as is they offered to repair the screen at a cost of 687$ out of warranty cost (because it was not covered because of external damage source) before they could do the warranty repair for the faulty button. So seeing as i paid 1000$ for the laptop in the first place they want me to pay for a new one before they will fix the warranty covered button. The screen cost 54$ for a replacement. In the end i was told they would not repair my laptop and not only that i get it back with a broken screen. So i can not recommend anyone purchasing their products and warn all if you do ,do not rely on the customer support and document any case you have before you send anything in. I personally feel scammed and feel the company is at fault and is simply trying to cover their own asses so they can get out of repairing a faulty product.","review","english","ACER","Austin Crispin","1","2018-09-13T14:45:49.000+00:00","Acer is known for affordable yet…","2"
"dict","Bought an Acer all-in-one PC (Aspire Z24-880). Speakers broke 8 months later, with a burning smell coming from the machine and a loud high-pitched noise whenever it was turned on.   I contacted Acer to have it repaired, as it was still under warranty. They apparently don't provide any kind of collection service. You have to package and ship your machine yourself through their selected courier.   So, I then had to spend £25-£30 ordering a suitable box and wait for that to be delivered to me. I fully padded the box out with almost an entire roll of thick bubble wrap, covered the box in red ""fragile"" tape, and clearly marked ""this way up"" on every side of the box.   When Acer received it, they said that the screen was cracked. The only possible way that could have happened is if someone ignored the instructions on the box to keep it upright. Either the courier or Acer.  Acer then charged me £300 to replace the screen.   Acer refused to contact the courier about this or assist in any way whatsoever. They then had to order a part (from China, I imagine), which took weeks to arrive, before they could even start the repair. Their communication was non-existent unless I chased them up, and when I did, they were rude and unhelpful. They said things like ""we are busy right now and can't make promises... we'll work on it soon"". Numerous times, I asked to speak to the escalations/complaints department, and they refused to put me through.   I finally received my computer back THREE weeks later. Computers are a source of livelihood for many people in this day and age. To be without one for nearly a month is a big issue. They should have told me in the first place that it could take up to a month to be returned to me.   I will never buy or recommend an Acer computer again due to their poor customer service and repair system.","review","english","ACER","Emma","2","2018-09-12T21:02:00.000+00:00","Awful customer service and repairs system","1"
"dict","I bought acer laptop on last year nov month. after three months tat laptop starts making issues like freezing and very slowww &amp; automatically power off. On june month tat laptop totally gone. So i gave tat laptop to service centre they r saying tat is problem with motherboard...so hve to change motherboard still tat is in process....i never seen like tis type of company ....Acer is worsttttt manufacturar in laptops.Fuckkkkkkkkk. Better they can close their company..","review","english","ACER","Ramtheen sastha","1","2018-08-29T18:11:18.000+00:00","I bought acer laptop on last year nov…","1"
"dict","I purchased an Acer Aspire 10 switch from John Lewis. I have had anything but satisfactory performance from the machine.  My unit was returned to both John Lewis and Acer for repair. Acer have been completely incompetent and initially returned my product in an unusable state.  I bought this as an inexpensive and light alternative to my larger Acer laptop.  This is without a doubt the worst piece of computer equipment that I have ever bought.  I have had very unhelpful and rude customer services from Acer. Ofcourse John Lewis were helpful and polite but unable to help.  I will not be replacing my two larger machines with Acer in the future and I advise others to steer clear also.","review","english","ACER","Dave Todd","3","2018-08-28T11:49:29.000+00:00","I purchased an Acer Aspire 10 switch…","1"
"dict","I have an Acer Aspire E15 laptop, works fine so far, probably the best deal for the low price you can get out there. People shouldn't expect MacBook quality when only paying for a fraction of the price. The only issue I have with my laptop so far is that the screen starts having some bright pixels, i.e. a few pixels are visibly brighter than the rest, it doesn't affect me doing work with the laptop, but it's a bit annoying.","review","english","ACER","William Jay","2","2018-07-15T17:23:32.000+00:00","Acer Aspire laptop","3"
"dict","its not really a  laptop but a screen with advertising pop-ups. Clearly make all their money flogging add-on services. Hate waste of time and devious ways to stop me closing them","review","english","ACER","kevin Peake","1","2018-06-29T16:08:26.000+00:00","its not really a  laptop but an ad platform…","1"
"dict","Bought an Acer Aspire ES 11 at Christmas. Initially, it seemed fine but then when the Windows 10 new update was due, the disk space on the computer was totally inadequate to cope with it (even after I reset it back to factory settings). Acer informed me that the 32GB storage was insufficient and I would need to expand it to 64GB.I was not prepared to pay out for this on a computer that was only three months old! I have now returned it and bought a better spec laptop. I am struggling to understand why laptops are still being sold with 32GB of storage when they cannot support the Windows 10 system they are sold with.","review","english","ACER","Pam T","1","2018-04-11T22:48:58.000+00:00","Do not buy 32GB storage laptop!","2"
"dict","Without any doubt this is the worst company it has ever been my misfortune to deal with. I bought an Acer Computer in June 17. It failed in Feb 18. I called Acer who told me the computer was not under warantee. It was very difficult to understand what these people were saying as mostly they did not speak clear english. I called them on 3 different occasions and was treated like dirt. In the end in order to prevent making myself ill i requested PC world to repair the computer who did an excellent job. Thank you PC world. It cost me £159.00 for the mother board to be replaced. Please dont buy anything with Acer on it if you value your sanity or health. They produce poor quality and shoddy goods supported buy no after sales service","review","english","ACER","Gary Goodman","2","2018-04-11T06:08:45.000+00:00","Acer Computer","1"
"dict","I would give them less rating if I can. Years ago I bought a laptop and a monitor and they worked fantastic without any issue and still working. When I thought it is time to buy new things, I bought from them based on that. However, the laptop did not survive more than a month and catastrophically failed. It took too much hassle to fix and came back damaged after repairs.  In a the following few months, the monitor failed as well. It seems Acer used to produce good stuff in the past but not anymore. Obviously, they are only capitalizing on their past earned reputation but not the current quality. About the  damaged laptop after repairs, I complied but I found their staff rude and arrogant to admit the negligence and fault although I showed it to them after three pretend investigations. But the company did not care. When you have bad quality and people like these, what chance do you have. What it seems it used to be good company and good equipment but now they have new policy, new people and less quality. I would not be surprised if someone of Acer responds to this post to give the impression they care, they had many rounds to show that and the issue was escalated to the highest possible. I appreciate they invest in quality control rather than hiring people to give you no joy and good impression they care or investigate.","review","english","ACER","semt","2","2018-04-11T06:10:03.000+00:00","used to be good machine and company, not anymore","1"
"dict","Bought an Acer Aspire through Argos.  From the start, it had an intermittent problem with the screen going blank and needing rebooting.  It went back to Acer. They changed the screen.  Problem continued.  I returned it to Acer again.  I know that I packaged it properly, but they are now claiming it arrived physically damaged.  For an additional £140 they are going to replace the screen but have point blank refused to solve the original problem.  To quote:"" I regret that we are not yet able to offer the absolute guarantee that all our products will perform trouble free"".  I cannot see the point in paying for a new screen when the computer has a fault.  I now have a brand new, broken computer that has never worked.","review","english","ACER","Caroline Stone","5","2018-03-29T11:22:37.000+00:00","What a waste of money!","1"
"dict","Its like there is no such thing as Acer warranty. My faulty 4k monitor has been sent 4 times for repair each time coming back with the same problem and a new issue in addition to that!  Finally after more than a month, complaints and reaching out to legal system they did a refund for me. 1. Offshore support has difficulty understanding me or helping me with updates  2. Although the problem is a known problem for this series of monitor with many forum threads on Acer community site and YouTube videos explaining it, they can't fix It!  3. There is no way to talk to Supervisors. With escalation, took me several weeks to get a call back. 4. There are quite a big group of users with the same problem.   They had to send the monitor for repair several times with no success like me","review","english","ACER","CamG","5","2016-08-13T20:50:44.000+00:00","I don't recommend buying Acer products anymore","1"
"dict","I have problems with the microphone of my chromebook and there is no way to send an email to Acer, they just accept calls or chat.","review","english","ACER","Luca Proculo Gentile","9","2016-09-08T13:26:44.000+00:00","No emails to Acer","2"
"dict","My laptop Acer 2in1 suddenly stopped charging correctly and started to act weirdly with charge status and was getting charged only in standby or shutdown mode. After phones calls and chat conversations with Acer support finally sent the laptop for repair and they say it's liquid spill and has happened quite sometime ago. I hardly had my laptop for less than 6 months and hardly used and sure there never a liquid spill from my side. They are not even ready to confirm if it is a battery leak and the liquid causing the corrosion. They are not ready fix the issue unless I pay an exorbitant amount for that laptop!! I am never buying an Acer product ever again","review","english","ACER","Keri Arun Kumar Sharma","2","2016-08-10T10:18:33.000+00:00","Don't have an option to rate it as Zero Stars","1"
"dict","I bought my Acer Aspire 5732z laptop in 2009 and it is still going strong. Very reliable, have had no trouble with it. Very pleased.","review","english","ACER","Richard Thomas","7","2016-06-22T02:29:35.000+00:00","Reliable laptop","5"
"dict","I am never purchasing another ACER product again in my lifetime.  This is after purchasing at least 10 of ACER computers for my company during the last 2.5 years after having such a great experience with the timeline computer.  The extended warranty is costly crap.  No one from ACER will even get on the phone and I am not sure that the overseas tech support understands English.  Get lost ACER!!!!!!!!","review","english","ACER","Raymond","1","2016-05-19T16:54:36.000+00:00","ACER product extended warranty","2"
"dict","Nice laptop. Good battery.","review","english","ACER","Rammi","2","2016-03-26T00:07:48.000+00:00","Good battery.","5"
"dict","This is not a serious company! Lots of bad experiences! Products not working! BAD customer care!","review","english","ACER","Dario Savarese","2","2015-01-06T17:21:52.000+00:00","AWFUL!!!","1"
"dict","I purchased two Acer tablets for my daughters for Xmas, after 4 weeks my eldest daughter had trouble charging hers. I took it back Currys who returned it to Acer. Acer refused to repair the charging port under warranty and accused us of damaging it! They want to charge me £92 to repair the £120 tablet! Or charge £18 to return the unrepaired unit to me. I escalated the issue with no joy......worthless warranty! You get what you pay for!","review","english","ACER","Martin","2","2017-03-26T22:01:24.000+00:00","Worthless warranty","1"
"dict","You are guaranteed a faulty product, you are guaranteed rubbish customer service and on top of that they will ask you for money to repair a product that should be covered under warranty or to even get your faulty product back. All customer service is handled by inexperienced Indian call centres with a barely understandable level of English. Had 3 laptops and a tab in that have gone bust on me.","review","english","ACER","Shahria Uddin","5","2017-03-14T11:51:30.000+00:00","The worst company to buy anything from.","1"
"dict","Superb company superlative aftersales service 5 Stars. Acer you should be really proud of yourselves. I know the machines run a little fast and can be quite temperamental.   But Acer, Gemma and the team  you need to give yourselves a customer service VC. This is the right attitude to have and your attention to detail is 2nd to none. Your management must be doing the right thing because somebody knows how to get your mojo's going and well done to them. I can't fault you and I'm picky, very picky. Good on you I can't get a major local store to look at my PC for less than £50, you pick mine up via UPS and deliver it back, you mend it and give it a full refurbishment like new for £66 yes £66!  G+d bless the whole lot of you you're fabulous, I wish the public sector, councils and police run the way you do ?","review","english","ACER","TheAmerican2010","1","2017-03-12T21:48:47.000+00:00","Superb company superlative aftersales service 5 Stars * * * * *","5"
"dict","My wife's pc virtually died, and with Christmas approaching, I thought I'd get a new one as an early Christmas present.  So on 14th November 2016, I purchased a Acer Z3 All in One PC via Acer's website. The price was a bit higher than I really wanted to pay, but was tempted by their Cashback offer of £116 on a pc costing £700, making it quite a bargain. So I ordered it, and it turned up pretty quick. It ran so slow at first and I thought I'd bought a pup. However, after getting rid of all the Acer bloatware, we had it working very well and I was so pleased with it, I considered purchasing another once the cashback arrived. So I filled in the form and waited. Acer sent back confirmation that my claim was valid, asked for a bank account to refund the money into and I would receive my money. I did all that and waited. Nothing had happened within the time they said I would receive my money, so I enquired as to what was happening! I received an email from Marina at Acer who confirmed my claim is valid and I should receive my refund shortly. So I gave them a few more weeks; Still nothing, so emailed them again. and after 12 long weeks I have finally received it (Thank you Yohan!).  So Acer did it in the end and I am happy now, The pc is brilliant! so I have increased my lowly 2 stars up to 3 Thank you Acer; You produce some really good affordable pc's, but please in the future could you just offer a discount rather than all this cashback promise as its lost you a 5 star rating.","review","english","ACER","Allan Green","2","2017-03-12T21:51:22.000+00:00","Reasonable PC, but expect a huge delay for the cashback","3"
"dict","Bought a tab in july. stopped charging.  I phoned acer customer services who told me print off label and return. well I had a call today 08/11/16 saying it was not covered under warranty.  I had to either pay 37,50 to fix or the cheeky cows said buy another for 120. I then asked for them to just send it back. Wont unless I pay 37 pound. Well disgusted with acer. Something I bought in july not months old and gave me no option but to pay. LOOKED like new. Rip off place. DONT BUY ACER COMPANY RUBBISH AND COSTUMER SERVICE ARE LIARS. making me look stupid and thinking im crazy in what they said. GO BUY LENOVO OR CHEAP BUDGET ONE.  WILL LAST YOU LONGER. ACER YOU ARE A DISGRACE. GET SOME NEW STAFF WHILE YOUR AT IT.","review","english","ACER","nethira gabbar","2","2017-02-05T10:07:34.000+00:00","KEEP away from ACER","1"
"dict","I just joined a new company; I need to be able to play the DVDs they sell on my laptop - and as my laptop has a DVD icon next to the keyboard, I was feeling quietly confident. So I inserted a DVD; the laptop made disc spinning noises for several minutes, but no movie. I loaded Windows media player - the ""insert a disc"" message didn't go away &amp; the movie didn't start. So I searched the web for likely solutions; guess what - dozens of other Acer owners asking the same question about their ""multi-media"" laptops! Tried 4 sensible amendments, including loading a 3rd party media player; still no dice. So I emailed Acer support; a reply asked some lightweight questions and suggested I could try the 3rd party program that I had already loaded. Plus ""as per the serial number this unit is out of warranty""; I hadn't told them a serial number... I replied with the steps I'd already taken (I was suspecting by now that I knew more than the support technician); the reply - which began ""thank you for the serial number"" (I still hadn't given one) recommended me to contact Acer Premium Support on a Freephone number, saying that the initial diagnosis would be free of charge. So I rang the number, expecting to get the usual runaround - and wasn't disappointed. Probably 10 mins to get my email and phone number understood, then the offer to put me through to a technician on a chargeable basis. They wanted me to pay to fix a problem that is on many, many Acer laptops. No thanks. The good news is they included a 10% discount code)I could do better than that with a quick search) for use on my next online purchase from Acer. Which will never happen - nothing new from Acer will come into my home again.","review","english","ACER","MR D B WHITE","4","2017-02-08T15:50:23.000+00:00","Don't buy a laptop from Acer!","1"
"dict","Do not buy this. Take it from someone who has had this item for less than 48hrs and she had to return it twice only for them to say it needs to be sent away fro repair. Why does a 2day item need repaired? It's just a bad quality product. Poor customer service and cheap material for a laptop","review","english","ACER","Deeb22223","2","2016-11-08T18:58:44.000+00:00","Bad quality and waste of money","1"
"dict","Bought a monitor in Jan from Amazon, after just 4 months it stopped working. Sent it back to Acer who then spent about 2 weeks with it. Finally after calling them I found out that the main circuit board had failed and they were replacing it. It arrived back after 3 weeks away and the outside of the monitor was all scratched up - the screen had a chip in it. I phoned them only to be told I had to prove it with photos. Eventually it got escalated and I sent it back again in June. I'm still waiting mid August to hear what's happened to it. Will never buy and Acer product again.","review","english","ACER","Patrick Vaughan","3","2016-11-28T14:13:35.000+00:00","Customer service is appalling","1"
"dict","laptop ok, customer service is terrible will never buy another","review","english","ACER","peter costello","7","2016-09-28T18:04:47.000+00:00","aspire v15","1"
"dict","I bought an acer f15 laptop from currys. Currys were useless and the laptop volume is so low that if you breathe load you can hardly hear the sound. Avoid unless you dont want sound!","review","english","ACER","gerry","2","2016-09-02T15:48:50.000+00:00","rubbish","1"
"dict","they have had a laptop of mine since the 15/09/15 and they send it to my faulty as they keep causing the faults, i have rang them a number of times and they refuse to replace it, this is the 4th time it has been sent to them for different faults, all it went in for was a hard drive replacement, they tried to tell me that if it was a hardware fault then they could replace it????? WAKE UP ACER resetting a cable etc is HARDWARE not software. Acer have had it nearly 2 months and i bought this in june 2015 so i havent had it long.","review","english","ACER","Roger","2","2016-08-17T13:13:10.000+00:00","stay away from ACER","1"
"dict","Bought a Predator GX-791 gaming laptop and lets just say what a mistake. I regret ever taking into consideration an Acer product. Between the repair side of things which is ambiguous to say the least and the reseller which I have also reviewed, this is something I will never forget. The unit was expensive being what was billed as ""Top of the range"", but honestly my 5 year old gaming rig is head and shoulders above this thing. Motherboard failure in the first 3 months.....took them 3 weeks to sort out because they don't stock the part you require so be prepared for an unreasonable wait, it took them 4 weeks from point of pick up to delivery after repair. So if you work on your computer prepare to go broke. Then 14 days after receiving the unit back from the repair centre a vertical line appeared on my screen so back it went on the 23rd of February and still no laptop because surprise, surprise no parts in stock! so what exactly do they stock? I have been without my almost 6 month laptop for 7 weeks of ownership. Acer customer service try their best but don't have enough information to make a difference and the website is also ambiguous, status of the unit ""is under repair"" a phrase which has come to infuriate me. If you have the money buy a Dell or Asus or something else which isn't an acer. Ironically enough we bought our daughter a netbook by Acer 2 years ago and hasn't put a foot wrong, so we got reliability for a tenth of the price.","review","english","ACER","paul","3","2018-03-13T13:54:15.000+00:00","Ace-r in the hole. Preferably a deep one.","1"
"dict","Absolutely disgusting! Had to go through a long process to send it back as it was faulty and they would keep telling me to do things on it so I don't send it back. Kept telling me they don't sell faulty goods and it's my responibilty if it gets damaged when they receive it and I have to pay for packaging it well. So I had to pay for the laptop and pay for the packaging to send it back because they won't take the responsibility. Plus the guys on the phone were rude, wouldn't let me speak and make me feel as if I have no idea what I'm doing and it's my fault. Horrible experience!!!","review","english","ACER","Anna Viktorovna","2","2018-02-07T13:10:57.000+00:00","Absolutely disgusting","1"
"dict","If the problem is down to poor assembly don't expect Acer to take responsibility.","review","english","ACER","myone0nly","1","2018-02-02T10:51:55.000+00:00","If the problem is down to poor assembly …","1"
"dict","I bought a laptop recently, it is working fine &amp; earlier also i used the same company product, I like the appearance of Acer Laptops. quite impressive than other Laptops in the price range.  Thanks.","review","english","ACER","Sujin Raj","7","2018-02-02T10:52:51.000+00:00","Acer Laptop is Good in Appearance...!!!","4"
"dict","My laptop I bought 3 years ago is still functioning and I agree with some of the reviews here, it will always depend on the usage and on how you maintain your laptop very well.","review","english","ACER","David","3","2018-01-30T09:42:29.000+00:00","My laptop I bought 3 years ago is still …","4"
"dict","I bought myself a high-end Acer Predator G9-791 laptop in April 2016 and found I had no issues at first. But then started to have issues with each update on my Windows 10 from that point on. Then one day, my laptop decided it didn't want to go on any more and the help from Acer after this was something I am definitely not happy with.  The first issue in question was the anniversary update from MS. I didn’t know it at the time, but upon installation of it I would then no longer be able to get access to my desktop. I’d have a welcome loop on the log-in screen every time I tried. I had to reinstall the OS to get on it. It wasn’t until 3-4 reinstallations that I realised it was the update that caused it, so from then on I stopped it updating since I needed my laptop for doing 30 assignments over the year.   Next issue occurred when it was doing an update again, even though I stopped them from happening. This one downloaded automatically on the desktop and then kept trying to restart. When it restarted, I’d get a blue screen with a number of options after it encountered an issue and gave me an error code 0cx000000f. None of the available options to try and get around this worked since it just ""refreshed"" the screen, so I just had to press reset. It loaded perfectly fine, but would just repeat this cycle and never actually worked after trying to install the updates. This was stopped by contacted Microsoft who then hid the update with some software.   Last issue that occurred is to where it eventually died on me. I closed the laptop screen to put it to sleep for a bit and opened it later that night. Instantly it was on the predator logo with “Please wait while we install updates.” It didn’t even show me the desktop, or anything. But I didn’t see the loading circles that I assume should have been there. I didn’t want to do anything, just in case. After about a while, it was clear it was stuck. I tried to press reset, it didn’t do anything. I tried to turn it off, it didn’t do anything. Closing the laptop screen just let it continue to run as normal still. I was thinking I was going to have to let the battery drain to get it working again, but after 2 hours it just went to a black screen. I was now able to turn it off and on but it never did anything ever apart from show me a black screen.    I tried everything I could to get it to work. I contacted Microsoft about this who told me to try a number of things and then told me it was clearly a hardware issue. I paid £150 to get Acer ""premium"" technical help that wasted an hour of my time to tell me it was a software issue after guaranteeing me that he can get it back on, while also having an advisor that had no clue about what an Acer Predator was when his first suggestion was to take the battery out when an Acer Predator has an in-built battery. I basically already tried all of the tips to try and get it working again prior to calling, so paying £150 for this was like a kick in the teeth. All of these issues have happened within the space of a year. I don’t recall any update going on it as it should have, which makes me think there’s something very wrong with the laptop itself. As I also have a gaming PC I built myself with the same OS on it, that hasn’t had any of these issues.   I'm more than capable of fixing most issues I've encountered with my computers, but this one seemed to have been impossible. I sent my laptop back to Acer, who then told me ""Main board proposal"" as though they didn't even know for certain.......while also wanting to charge me nearly £1,700 which was £250 more than the laptop cost originally.  I would have thought buying a laptop for that much would have came with more than a simple 1-year warranty, and even if it didn't, I expected it to have last more than 18 months while also not having issue after issue from updates not working on it. I've bought graphics cards and motherboards for a fraction of the cost and had 3-4 years of warranty. I definitely won't be purchasing anything from Acer again.","review","english","ACER","Damien Marc Greenhalgh","1","2018-01-29T06:12:58.000+00:00","From working to dead in 18 months.....","1"
"dict","I had a HP laptop for about 10 years and replaced it with a Acer Aspire as it was getting slow. Well the Acer Aspire is not aspiring useless in fact, pity I bought one for the wife as well.","review","english","ACER","Dave w","3","2018-01-08T15:17:37.000+00:00","Acer uninspiring.","1"
"dict","First days experience I give only 1* I have had the misfortune of needing to phone Acer customer service, I bought an Aspire 1 laptop 3 weeks ago! and it is frozen, I can't do a thing with it and what do they keep asking me to do when I phone them yesterday? They ask me over and over again  to click on this and then click on that, each time I tell them I CAN'T click on anything as the laptop as soon as it is turned on freezes, this went on for about 15 minutes and by then I was tearing my hair out, this customer service has got to be the worst bar one other that I have dealt with lately and lucky me I have to phone them again today, hopefully I might be dealing with someone a bit more competent. EDIT, I have just phoned again this morning, what a difference, the two people I spoke to could not have been more helpful, thanks, to these people I give 5* so that is an average of 3*.","review","english","ACER","Thelma Mitchell","4","2017-12-28T09:16:23.000+00:00","I hope you never have to phone Acer Customer service.","3"
"dict","After exactly one year since I had purcased an Acer aspire R5-471T model has stopped work suddenly.Nobody knows what is the problem.I will never buy an Acer laptop again in my life!Bad experience.","review","english","ACER","Mr Gospodin","3","2017-12-12T06:35:21.000+00:00","Junk product from Acer.","1"
"dict","I am satisfied with the one I have bought and it is really useful for my work :)","review","english","ACER","Fia Johansson","3","2017-12-12T09:46:27.000+00:00","I am satisfied with the one I have …","4"
"dict","Never, ever buy anything from this company. From the moment I bought this laptop I had nothing but trouble. After sending the unit back for repair, it came back with a minor fault on the screen. So much for quality control! After returning it again they told me that I had caused the fault as the screen was broken and they refused to repair it under the so-called warranty, which is not even worth the paper it's written on. I asked for evidence of their quality control and what procedures they went through - which surprise surprise they would not give me. So now i have parted with nearly 280 pounds of my hard earned cash for a useless piece of plastic - well, not even that as I refused to pay the 130 pounds for a repair. You have been warned, never ever deal with this company or its products. I have been stung by these faceless people the hard way. I bought the useless thing for my wife so she could work at home, now she has to use my own laptop, an MSI, which has given me faultless service over the last 3 years. Sorry, I can't give this a zero score - even that wold be generous.","review","english","ACER","Peter Malna","1","2017-11-25T10:54:53.000+00:00","Never","1"
"dict","Acer 14"" Chromebook - 2 months old now, not had any issues.  Super fast, OS is great, battery life is awesome, screen looks amazing, might even get one for the office as well!","review","english","ACER","Dan Reasons","4","2017-09-14T13:49:42.000+00:00","Acer 14"" Chromebook","5"
"dict","Very good value for money, especially the Acer Care software.  Although 3 years later and the hinge has broken off. It freezes at irregular intervals and then takes ages to re boot.","review","english","ACER","angryoap","5","2017-08-16T19:45:54.000+00:00","Very good value for money (Initially)","3"
"dict","used acer laptops for over 10 year, brilliant piece of kit, had 3 ,would buy another","review","english","ACER","Dave c","3","2017-06-27T16:02:34.000+00:00","used acer laptops for over 10 year","5"
"dict","Not bad bought an acer laptop in 2016. good value for money.","review","english","ACER","Harrison","1","2017-06-18T12:19:53.000+00:00","Not bad bought an acer laptop in 2016","4"
"dict","Purchased laptop which I did not use for 10 months due to unexpected accident .When first used it would not charge or work on battery power .Spoke to Acer and after advising me to try different things they reluctantly asked me to return the item for inspection .They sent the unit back stating that it had been repaired but it still had the same problem and had not been repaired at all . Contacted them again and they gave me the run around . Eventually agreed to look at the unit which by now was outside of the warranty .They said it was faulty Motherboard and they would repair it at a cost to myself . When I reminded them the repair costs were down to them due to not repairing the fault when originally returned to them ,they then said it was not repairable even though they were prepared to repair it if I paid the cost . Dishonest and unreliable like their products .","review","english","ACER","nick may","1","2018-08-29T15:21:30.000+00:00","Buyer Beware of ACER products .","1"
"dict","Bought z Acer tablet in April last year it stopped charging rang Acer who told me to return it they then e mailed me to say that it wasn't covered by the warranty as in their opinion it had impact /accidental damage when I pointed out to them it had been kept in a padded case had never been dropped or abused in any way Thier reply was that they weren't implying that it was the USB port is what is damaged  and that the charge for repair still stands and they won't budge on wanting £100 to repair it I have had many Acer products without issue but if this is a example of there responce to a problem which after reading other customer reviews is obviously a common fault I certainly wouldn't purchase another Acer product or recommend any dealings with this company","review","english","ACER","Gillian jones","3","2017-05-25T14:32:58.000+00:00","Very poor customer service","1"
"dict","Acer customer services are selfish nasty horrible people. Suppose to be there to help. The people who are higher in Acer red to sit back take a look and read reviews from people who find customer services a problem... they love taking your money.. always say it's your fault when item breaks...so Acer listen to your customers!!!! You have lost my custom and my family's and hopefully you will lose more in future. So guys your OK with Acer until you get a fault.  ACER THUMBS DOWN","review","english","ACER","Nethira","2","2017-04-10T22:37:12.000+00:00","TERRIBLE","1"
"dict","The customer service for Acer is absolutley shocking.  Their representatives are rude and will not accept responsibility for their poor quality products.  Tablet lasted only 3 weeks and then went totally dead.  They say they think the screen is internally damaged which I know it was not as it won't even power on but their workshop say it did and there were lines on it!!  I spent hours on the phone to their engineers trying to get it to light up at all before sending it so I know this is not the truth.  Eventually they told me to go back to where I bought it as it's not their problem!  Currys tell me it's not theirs either and to go to Acer !","review","english","ACER","Leigh","3","2017-02-25T11:42:43.000+00:00","Would not replace or repair faulty product!","1"
"dict","My acer laptop cost £ 350  had it approx. 2 1/2 years and the mother board has fried ,   making it an expensive,  now useless piece of equipment.., very hissed off,  I bought acer as I trusted the name,  now I say avoid,  they may have been good at one time  now I say they are a waste of your hard earned money, as who can afford that kind of money every couple of years.","review","english","ACER","louise","3","2017-01-23T16:14:24.000+00:00","rubbish value for the money","1"
"dict","omg i have an acer laptop with switcable graphic cards and it suck so bad my laster computer and hp laptop i was able to download a driver for my bios så i could change which graphic card i would use but acer is so long way back that they dont have that opportunity my first time bying acer and also the last time","review","english","ACER","Alexander","8","2014-11-24T19:46:57.000+00:00","so bad","1"
"dict","I bought an Acer Aspire V5-571 Laptop from Ebuyer in May 2013 for my Dad who is new to computers.  My dad reported an issues with the typing curser moving out of place when typing, which would cause him to type over previous sentences.  This happens occupationally and was intermittent but enough to cause him a lot of frustration. I tested the laptop out myself, typing on word and on email and I experienced the same problem. I reported this to Ebuyer who advised that I need to send this back to ACER as they held the manufacturing warranty.  Four times I sent this back to ACER for a repair and each time they said they could not replicate the issue. They said they updated the touch pad software and even replaced the touch pad.  But each time I still found the fault.  They even asked for evidence of the fault. When I sent it for repairs for the 4th time I sent them a recording of the issue so they could understand exactly what the issue was.  But they still sent it back stating that it had been repaired. The fault is still there and I have no faith in ACER be able to fix the issue. They should have offered me a refund or a replacement after the 3rd repair!  A company not to be trusted.","review","english","ACER","Eman Ali","6","2013-11-16T00:56:10.000+00:00","Can't admit to their own faulty products","1"
