comment,language,product,reviewer,reviewer_review_count,time,title,vote
"After a few emails, MSI sent me an operating vid card. I was harsh on them before but they came through.",english,msi,Ray Sarnowski,2,2018-04-20T12:41:28.000+00:00,After a few emails,4
"To be honest, I hate their support. Sometimes I wonder if they got an education within service and sale, or just hire people ""who know much about the gaming industry"".  I had a problem with updating the BIOS (didn't know how to update bios), so I asked the support, and a week later, I got an email where they just redirected me to the driver page. I later found out there was a mini-instruction there, but did they tell me there was a instruction there? No.  I followed the instruction, and on the last part, I had trouble flashing the file. So I asked the support at again, and waited in many weeks. I wondered why I didn't get any answers, so I checked my support history on MSI Support page, and found out they had deleted my support ticket. They get two stars just because my MSI Nightblade I purchased was incredible.",english,msi,Daniel Michael,1,2018-04-10T20:31:40.000+00:00,Garbage support!,2
"Just awful, laptop develops fault after one month. They take a month to repair and within a day the same problem happens again. AVOID AT ALL COSTS. Cheaper laptops have had for years and no problems. Go for an expensive one and just awful.  Thankfully AO intervened and have sent back and exchanged for an HP. If you love hassle and bad service buy an MSI.",english,msi,Jan Gourd,5,2018-04-09T23:39:18.000+00:00,Just awful,1
"Customer service does respond to your problem but it is not very helpful. First off, I bought a notebook which, I later found out, suffers (as many MSI notebooks do) from their cheap fans. after a couple of months both my fans are very loud and rattle all over the place and so I thought: ""fudge, 1300 EUR down the drain, but maybe I replace the heat sink (because you can't just replace the cheap fans, no, you have tro replace the entire heatsink which will cost over a hundred 100 EUR). anyways, contacting MSI to ask where the hell can I get the proper heatsink gets you provided with a link  to a side which seems to be not updated since 2009 and surprise, no matching heatsink. thanks for nothing. Oh, and did I mention the first question from MSI support after describing my problem was ""did you update your BIOS?"" this may work with people who have no clue about the hardware they're using, but this is an insult and a shady business practice for they KNOW exactly what faulty products they ship. well, I guess lesson learnend. I recommend to AVOID MSI if you're not pooping money out of your buttocks. and of course I don't send my notebook to Poland or some country far a f-ing away to just get the same worthless fans replaced again as so many people told that this took place.",english,msi,Ursula Beutelhuber,1,2018-04-09T18:27:01.000+00:00,better spend your money elswhere,1
Appalling customer support. Will stay clear of MSI in the future.,english,msi,Glenn Faulkner,7,2018-04-04T17:42:13.000+00:00,Appalling customer support.,1
"Has anyone EVER managed to register a product with them for warranty? I doubt it. An hour of hunting down random serial numbers from random locations as well as uploading a receipt then reformatting said receipt to finally get a red dragon and an exclamation mark, no idea what that means but i assume not good. Go to old fashioned mail the card inside the box? Guess what? You need the retailer to stamp the card! The ONLINE RETAILER! Clearly a way of scamming your way out of warranty which begs the question, why would you need to unless your products are poor quality.",english,msi,John Maguire,3,2018-04-01T20:19:51.000+00:00,Has anyone EVER managed to register a …,1
"Worst customer service out there. I’ve had numerous problems in the past with their “All-In-One” PCs and, of course, they do fix it, but they expect you to wait at least a month before they do anything. I once tried to replace the front and top bezel of my PC, and they told me I had to wait 4-8 weeks to buy me the parts alone, or pay $190 to fix it over there. Tried to talk to supervisor “Barneby” about the problem, and he said there’s nothing he could do. What a greedy and incompetent company.",english,msi,Never Forgotten,1,2017-10-31T18:04:26.000+00:00,Worst customer service out there,1
"MSI makes great motherboards, bought a MSI 970 motherboard and i can't complain. $100 well spent!! best motherboard I ever used",english,msi,Avery,1,2017-09-14T21:22:10.000+00:00,Great Motherboards,5
"Loved the product, but when it broke down I sought for ways to get help and the tech support required a ridiculous amount of information. I couldn't even register my product to be able to ask a question about how to make it work because I didn't have an invoice for it.   I just want help getting my laptop to start up again...",english,msi,Stephen Green,1,2017-09-05T20:28:24.000+00:00,Loved the product BUT CS SUCKS!,2
"My MSI Z170A Motherboard kept clocking my CPU (i7 6700K) at 800MHz. I tried a number of fixes (Over clocking, updating BIOS, setting Slow_Mo switch on/off, using Intel software, CPUz and so on) and nothing really worked. I called tech support and described the situation. I told the rep that I could not get 4.0 Gigahertz. I must have pronounced it wrong because he asked me “what is a giggahertz? Never herd of that! You mean Gigahertz?” He told me about the slow_mo switch, when I had already meantioned. He told flat out to just RMA the motherboard and be done with it. I hung up, changed more settings on the Overclock options, and finally got it to work (Set CPU ratio at 40, CPU clock 40, turned speedstep off, set the voltage to Fixed and applied all this to 2 out of 4 cores. When I had used all 4 cores the CPU was at 100% usage all the time). MSI has some sassy little snots working for them. I’m not buying their products again.",english,msi,Thoraya Zedan,1,2017-07-07T00:00:08.000+00:00,MSI Z170A Motherboard 800MHz,2
"Second faulty graphics card in a year, first one got replaced by amazon. Tried to contact msi and sent 3 emails to their support centre with no reply. Amazon have now refunded the item as I've had no luck with msi. Avoid unless you want faulty equipment and No support. Great customer service from Amazon is the only saving grace to this situation.",english,msi,Rob,1,2017-07-02T16:10:54.000+00:00,Second faulty graphics card in a year,1
I've had four different MSI products over the years and have recommended way more to friends and family and never had a problem! MSI makes perfect quality products that are unparalleled. Most cases where I here people are having issues are the ones who improperly build and install the products they buy.,english,msi,Zachary Neal,8,2017-06-27T12:51:22.000+00:00,Don't Listen to the Haters!,5
Finally a company that is geared around the user! I bought a gaming motherboard and graphics card from MSI (off of amazon BTW) and the computer I'm using right now is that same computer(just for perspective.) I had no reason to contact costumer support because the instructions were so clear!  One thing that would be nice thought is if they gave the drivers to you on a USB but its my fault my DVD/CD drive doesn't work,english,msi,Ethan Goodridge,3,2017-05-04T15:42:18.000+00:00,MONUMENTALLY GREAT !!!,5
I bought a msi gtx 1060 when went to register it for the free game I got the seasons pass instead even though their sight says if you buy a gtx 1060 you recieve ghostly recon wildlands for free,english,msi,Adrian Dubicki,1,2017-04-30T14:11:38.000+00:00,I bought a msi gtx 1060 when went to …,1
"ABSOLUTELY the worst company I have ever had the misfortune to deal with! Been on this planet coming up half a century and I've never come across a poorer service, be mindful of any promotion with MSI with regards to free game with graphics card purchase, promotional offer also involves NVIDIA and UBISOFT coming up 4 weeks of being sent backwards and forwards MSI advisors who laugh at you openly on a call, no UK customer service advisors to talk to over the phone with only a recorded message that cuts you off after playing for the graphics card option and only advisors who will pick up the phone for notebook lines which is not department you want! It is obvious once you've spent your hard earned money on an MSI Graphics Card they are not interested! It's obvious that the promotion is only there to persuade you to purchase but then company will go around the houses to honor it the fact that I've received the season pass part of offer and not the game code shows its clearly eligible! Spend over £700 after offer of game deciding factor baring in mind most competitors cards ie, Asus in similar brackets price range wise and they stiff you over a game code which to them retail would be minimal cost!, quite convenient no UK customer service advisor to deal with especially in regard to UK sales of goods rules! Quite convenient! Wish I could post all the emails to this site think everyone should be warned about this company",english,msi,Andre Daniels,5,2017-03-24T12:39:03.000+00:00,Stay clear of MSI!,1
"MSI will use cheap components for the keyboard on their gaming notebooks and claim ""excessive use"" and attempt to charge you about 1/5th of the laptop price to ""repair it"" citing out of warranty means.  Screw them.  BUYER BEWARE!  Go with Sager or ANYONE else.",english,msi,Scott Rector,3,2017-02-15T05:37:54.000+00:00,"Uses cheap chassis components, charges you while in warranty to repair them",1
Build a decent PC!!! this is not acceptable.. 1 year in use... and boom cant even play BFBC2 anymore... it took BF4 at first Low- Mid settings. now it's just a brick... and it gets hot when doing basic tasks. like browsing youtube..  No help from the support. no bios update to maybe fix the problem... no nothing....  GE70-2OE   Dont buy!,english,msi,Kasper,2,2016-06-14T19:52:04.000+00:00,Laptop 8000 DKK sudden performance loss,1
Hello.   When will the H170M PRO-VDH be able to go into standby and wake up again ?,english,msi,Peter,2,2016-05-18T16:02:48.000+00:00,Standby problem,1
Ordered a brand new laptop for my girlfriend as a Christmas present. It arrived but it wouldn't boot up. We contacted their tech support and they told us to try the f3 reboot method but it didn't work also. After telling them this they told us to contact their local service centre but did not give us any contact details.  What a bunch of amateurs....  I wish I had just stuck with Apple who build top-quality products AND have the best after-sales support service (along with John Lewis),english,msi,Paulo,1,2015-12-25T14:01:05.000+00:00,UK MSI - If I could give them 0 stars I would,1
I purchased a Motherboard from MSI with a $10.00 rebate. I submitted the rebate on line with all proper documentation. After Several weeks I checked on it and they declined it. Stating I did not provide an invoice - Clearly there was a picture of the invoice right in the attachments. When I pointed this out to them they AGREED and said Sorry the date has passed we no longer provide rebates. WHAT? I pointed out that I submitted on time with all the proper documents. They agreed...Then said NO we will not provide you a rebate because 8 weeks past and the date for the rebate ended. It was their mistake - repeat -  their mistake and they refused to provide the rebate.  Yes..True all documented.    Oh Just wonderful Customer service!!!   Just proves the point the big company counts on not paying out rebates....   They are willing to loose a customer over $10?!   Really?  Unfortunately I purchased two items from them before this third item....I will never buy anything from them again - there is plenty of competition out there that provide good products who value the customer as a human being.  I hope this helps someone avoid this mistake.,english,msi,Tony Frank,1,2015-09-25T19:12:50.000+00:00,MSI Rebate SCAM - Dishonest and do not to give the Rebate,1
"MSI is cool:   Dear MSi!\n\nI\'ve just purchased two N780 Lightning VGA cards today to run them in SLI.\nSLI is working fine, however, in the VGA Fan Control software that is supposed to control the 3+3 fans on the cards, I can only control one card\'s fans. When using Afterburner I can only turn the 2+2 side fans up on the two cards, which is disappointing because since I\'m running in SLI I need all the cooling options that I can get.\nPlease, provide me with a solution that I can control all of the fans of both cards with.\nAlso, I can\'t register my cards, the website won\'t accept my legit serial number (from the sticker on the side of the box). What should I do?\n\nThank you in advance, kind regards,\   Dear sir/madam Thanks for contacting MSI technical support.  Regarding your concern, I am so sorry that we have no ideal about this.If the two CARDS with SLI,I think that as long as it can adjust the first a graphics card fan speed.it is OK.so I am so sorry that I cannot help you.   Thanks for your cooperation in advance!  Best Regards, MSI Technical Support Team   Dear MSI! I\'m afraid I can\'t accept your answer. I\'ve bought two products that you have manufactured. I\'d like to utilize both of my products to their full extent, and I can\'t do that due to sotware limitations on your part. The correct way of fixing this problem is fixing your software. N780 Lightning has been out for quite a few months, many are using two of these cards in SLI. I\'m not the first one to bring this topic up, and it\'s unresolved. 1. Afterburner should be able to control all the fans on both cards, even seperately - you\'ve actually promised to make Afterburner support the N780 Lightning card, but truly it\'s not supported because of this 2. If Afterburner, for any reason, wouldn\'t control the card to it\'s full extent, the included VGA Fan Control software should be able to do it. It does - but doesn\'t contol a second card. You product\'s box clearly says that it\'s capable of running in an SLI configuration, but your software still won\'t support it. I think that would be an unfair business practice and misleading, false advertising, because the software that\'s supposed to control the card is clearly not ready for using two of them in SLI. I\'m asking you to, please, provide me with a solution that can reliably control these two cards\' cooling in SLI. To help you out, for some reason your software actually sees my second (bottom) card, not the top one. Couldn\'t it be done by some tweak that your VGA Fan Control software would control both cards at the same time with the same settings? I\'d be happy with this solution. Thank you   E-mail a week later: Your issue has been closed.",english,msi,Richárd Kovács,1,2014-07-30T02:16:57.000+00:00,This is how MSI treats you after you buy two very expensive products from them,1
I have to say that the thing that really makes them different from competition is price to quality ratio. I mean you really need to know what and how much you paid for. And for the price poducts do the job.,english,msi,bosica,1,2012-02-15T22:33:54.000+00:00,Not the best but,3
"Like the last review, I have had my laptop for 18 months. Within 4 weeks of having it, the webcam stopped working due to a driver fault, along side this the mouse pad also developed a fault. The laptop was replaced by the retailer as it was deemed a manufacturing fault.  After receiving the replacement laptop, 6 months later the webcam stopped working again and the same problem with the mouse occurred. I sent the laptop away to the UK repair centre for it to be returned over 3 weeks later with damaged pixels on the screen and all of the dust covers for the card slots missing. I tried to get back in touch with them to report this, but had no luck.  A further 6 months after having the repaired laptop back, the screen pixel damage has got worse, the mouse pad has developed a fault again and now the hard drive is failing!  After 2 months of emailing and trying to call them, I finally got through to their customer service (which for a UK support centre had limited English vocabulary) to be told basically the UK repair centre wasn't good enough and if I sent it to the Netherlands they'd 'hope' it would get fixed there.   I then asked about a replacement, to be told only after 4 repairs of the same fault would they consider a replacement! In which I replied 'what if the laptop breaks again with the same, known faults 3 months later and it's outside of the warranty?' I was told it was tough and I would have to pay for the laptop to be repaired.  I can honestly say this is the worst laptop I've ever had and the worst customer service I've had to deal with! Looks like a Sony or Toshiba will be my next laptop, a brand that is reliable!",english,msi,Sarah Louise Pickering,2,2011-12-12T15:30:31.000+00:00,Worst customer service and products ever!,1
