comment,language,product,reviewer,reviewer_review_count,time,title,vote
"Bought my first game here and after waiting for 2 hours for it to verify I got an email stating they needed a picture copy of my state ID or license to verify my purchase, and that I might have to wait 12 hours for that.  I live in the US and used a US debit card. I've used the same card for countless other game purchases at other sites without issue. They need to get their s*** together and stop using stone age technology to confirm their payments, because this is a needless level of hassle for such a prominent gaming brand.  Won't be buying anymore games from here until I start seeing their rating on here improve.",english,razer,Jesse Leigh,2,2018-06-05T06:19:15.000+00:00,Bought my first game here and after…,1
"So I use Razer gear for my gaming rig and for the most part I like the gear but the customer support is terrible, their warranties are ridiculous and they hardly offer any repair options or spare parts for their gear. I have a Razer Kraken Chroma 7.1 headset and this thing costs $100. I broke the usb connection to this headset which you would think is a minor issue. NOPE! They offer no replacement parts besides the foam ear cup part and no repair services for the headset at all. Now I have a $100 piece of crap sitting on my desk that is supposedly just trash all because the usb cord is messed up. The rest of the headset is in 100% usable condition but is rendered useless because of a minor issue.",english,razer,Dakotah James,1,2018-06-01T18:46:34.000+00:00,Don't buy the Razer Kraken,1
"The warranty team has me fuming in anger, around 2017 august I bought a pair of Razer Kraken 7.1 V2 in the Philippians from an official shop that sold Razer products. After opening the box there was a dent on the mic it self which I wasn't to bothered because I thought it was normal. After talking to my friends about it and looking online, it was clear that my headset was a defect and that it would randomly cut off when I play games with my friends.   Then I contacted Razer told them the issues and sent the evidence that was needed, a few days after turns out the warranty team declined the warranty, I was shocked!, I spend £100 on the headset and the product was official not fake and I showed all the information and took all the right photos and still they decline me?.......   Okay I tried a month after obviously I would still use the headset since I didn't want to spend more money to buy another one, I contacted them again brought up the reference number etc then sent in the new photos. Bare in mind since theres a dent through time it would get worse... So I talked to a nice person called Luis, Honestly the guy is a great guy who cares about customers unlike most of the customer service team that I talked too. Carrying on I then asked him why did they decline me apparently in the notes it said ""Order Support (1:28:05 PM):They explained that the reason why it was rejected, was because the headset was deemed still to be working properly based on the recordings. "" So it was so clear they ignored the first issue and focused on the second one.......  AT THIS POINT I WAS MAD but I knew I had to stay calm and collected. So Luis tried again for me and after a few days I was contacted by one of the old customer service members which I really do not like because I could tell she was fake with me 100% kept twisting my words and that just made me angry and so thats why I am writing this review because I have been with Razer nearly 5 years now and I have bought many products from them but if they dont care about LOYAL customers why promote your company to gamers but dont show a clear understanding of what the problem is. Oh yeah if you are wondering what happened at the end I still got declined but I made it clear in the email that I WILL NO LONGER CONDUCT FURTHER BUSINESS WITH RAZER..... So hopefully someone from Razer will flag down what I said and use this to improve the company's customer service and warranty team.",english,razer,khris kailani,2,2018-05-30T22:04:54.000+00:00,!!!!!!!WARRANTY TEAM!!!!!!,1
"Horrible customer support policy experience.   I bought the phone brand new via an auction site.  The reason is there is no authorized retailer in my country.  I bought it with brand new in the box.   anyway, some issue happens since the phone was brand new out of the box.   They refuse to honor the warranty because I didn't purchase it from the original authorized store.    I feel terrible because I give my trust to this new comer who try to set the feet in the cellphone market. My phone is legit and got all the hardware and serial number on the phone. Why can't the manufacturer take the responsibility to repair it.",english,razer,Colin Yang,1,2018-05-28T02:49:37.000+00:00,Horrible customer support policy…,1
"Have a razerblackwidow chroma v2 , razerblackmamab te , death adder elite , mouse pad firefly and the kraken chroma v2 and i can say that so far i've never encountered problems with them , they keyboard is just perfect , the mouse is really accurate and the kraken sound is the best .",english,razer,Arkade,1,2018-05-23T11:11:33.000+00:00,Have a razerblackwidow chroma v2,5
"Despite the prevalence of negative reviews here, I am thoroughly satisfied with Razer.  I purchased the Razer Phone in December and had it until April, when the bottom speaker started to give me static issues.  This happens, I understand.  I sent the phone in for RMA and Razer had a brand-new phone wrapped in factory plastic back to me within 10 days.  The phone itself is excellent and so was my experience with Razer customer service.  Thoroughly recommended.",english,razer,medwardpotts,2,2018-05-18T09:51:34.000+00:00,Excellent expereience,5
"I Bought the Razer Kiyo and the Razer Seiren X. One came before the other for some reason, there was a problem when the Kiyo was being shipped making it get delayed. i was quickly informed of this and they kept me up to date with the Parcels progress by email. Both were in perfect condition when they came, in very padded boxes and both were very easy to set up and use. I love them and how easy they are to use, set up and to take about with me.  I use both for streaming and they're performance is so good, smooth video and soft sound that is easy to adjust.",english,razer,XDJonnyXP,1,2018-05-15T17:07:52.000+00:00,Razer Kiyo and the Razer Seiren X,5
"Razer phone has been out for about 6month now. I purchased mine back in December 2017. after 6 month my phone top part of the touch screen wouldn't respond. So I've called in and they ask me to send the phone in for replacement. They wanted the phone first and they will send It out within 2-3weeks after they receive it, which didn't work for me since I need my phone for work. So they ask me to advance replacement. I will pay for a another phone and they will send me a replacement razer phone and once I send in mine and they will refund me for my payment. So I agreed and paid another $762 including tax. I received my new phone (just the phone not in the original box) and send the defect phone in. Ever since they received my defect phone, they change their story everytime. first it was 3-5 days refund after receiving my phone and then change their story to up to 18days and now customer service doesn't have access to refund department so they will have to check with supervisor. it's been 3 weeks since they've received my defect phone and it's been whole billing cycle since I paid for $762 and now paying interest on my credit card. I am out over $1500 for this damn phone at the moment and have one phone. this company has the worst customer service ever. so slow and don't know what's going on.",english,razer,Jay Ishimaru,1,2018-05-11T22:50:00.000+00:00,Razer phone has been out for about…,1
"Headphones had a piece random piece of plastic break inside after the warranty expired and after contacting razer support, in just 30 minutes I was told that I would be getting a brand new pair of headphones. After shipping them back, I got the new headphones in just 2 days. Ridiculously good customer support.",english,razer,champduke,1,2018-05-08T19:22:05.000+00:00,Headphones had a piece random piece of…,5
I think that if some vibrations in mouses would be added it would be really cool,english,razer,Hubert Kalota,1,2018-05-01T14:41:20.000+00:00,I think that if some vibrations in…,5
"The Worst customer service imaginable. Like honestly i have had better service from porn sites. The products are amazing but holy crap there service is terrible. I bought a $160 man o war headset from amazon (thank god amazing customer service there) arrived with no problems. about 6 months later i accidentally broke the usb dongle to the headset. Now a normal person would think they could just use the usb cable that you charge it with but NO you have to buy a new dongle which by the way costs $20 with $10 shipping are you freaking kidding me. But like I said I liked the headset so I bought it.  then when the headset is supposed to arrive I wasn't home so the fedex guy sends it back to the warehouse like seriously. super upset I contact razor support and this idiot gives me some bullcrap generic responses on how i can just ""reorder"" and ""try again"" even though I already wasted a week of my time waiting for this stupid usb dongle ( should be noted that i tried my best to be considerate and cordial with the service employee). after 2 hours of chatting i basically said screw you and reordered it but made it clear i had not planned on buying from them again. Also you can olny buy the dongle from the razor store so be prepared to get ripped off. I skipped class and waited for another 3 hours for fedex to show up (God why can't they just use UPS) and the dude basically looked at my houses and decided I wasn't there and started to drive off so I chased the man down and got the damn thing. Worst customer service experience of my life.",english,razer,Caden,1,2018-04-21T01:08:40.000+00:00,The Worst customer service imaginable,1
Literally cut my FPS in half.,english,razer,Aperture Laboratories,1,2018-04-19T06:38:24.000+00:00,"Razer Cortex ""Game Booster""",3
"i use to LOVE razor products but after 15 years of gaming  and literally like 10 mouses and 5 keyboards im so fed up with this bs i spend almost 200$ canadian on a mouse and 200$ on a keyboard for it to last 1 year maybe  2.5 years if i get lucky buys 60$ mouse and keyboard set from logitech works just as long i just need all the extra buttons so stop building stuff to break before u lose more customers. legit sometimes have problems with the mouse within  a month or two outside of warranty mouse stops moving shots off in random directions buttons stop working like is this made  by a child in cambodia. unless im sent some free samples my next mouse and keyboard will not be razor. im sure u dont care tho, thats why im writing this. my first review ever which is saying something about how annoyed i am",english,razer,Paul Richards,1,2018-04-13T03:45:03.000+00:00,HATE pure HATE,1
RazerBlackwidow  -------------------------- this was a very bad keyboard to use in my office becuase as soon as i plugged the keyboard in  I was thingking about sending it back becuase it was having alot of problems list of problems ------------------------ *caused computer to turn off *lighting does not turn on straight away *lighting and macros are hard to  program *fingers kept getting caught on the raised keycaps  *there would always be a very anoying ping noise when typing *when raised on the two feet was angled too high *keycaps feel very slippery ---------------- Over all this is a very bad keyboard and has let me down and i am sure never to buy a  Razer prduct again.also it has ruined my veiw on mechanical keyboard because if this is what this is going to do to me the ni wonder what other keyboard will do.,english,razer,major malfunction,6,2018-04-07T22:15:52.000+00:00,Razer Blackwidow is £$*&,1
crap service with crap gear dont waste money after using a razer mouse head set and keyboard not worth the money take head set from senheiser mouse from steel series  and keyboard from any mechanical manufacturer but not from razer it brakes and they dont even answer and if they answer they dont give you any solution and then just ignore you in chat,english,razer,Nikita Pokatsky,1,2018-04-07T17:15:25.000+00:00,crap service with crap gear dont waste…,1
They sell you a piece of garbage they call a gaming keyboard then you try to get a new one they make you pay them to send you a new piece of garbage then they expect you to wait a damn month and pay and be forced to buy a new keyboard or use some old one. Now I can't play any game or type because I have to use some old broke keyboard. And i'm not about to but some temporary replacement keyboard.,english,razer,Jared Pfeifer,1,2018-04-06T17:39:13.000+00:00,They sell you a piece of garbage they…,1
they are thieves.  Their website intentionally gives you errors to make you double order things and then they refuse to give you a refund. Then mysteriously your packages get lost in the mail and it's all your fault even though there's tracking numbers and FedEx is in on the scam  I WANT MY MONEY BACK,english,razer,jon,2,2018-04-03T02:28:44.000+00:00,they are thieves,1
"What can I say not a good company. They do not stock replacement parts such as charge cables, once the warranty has ran out your expected to but the full unit again just for a broken charge cable...  Customer services: 3/10 Quality of products: 5/10 (can get better on the high street.  The customer services push you from pillow to post then finally you might get to someone that knows what they are talking about.  All I keep getting is check back in 2 weeks to see if we have any charge cables in stock but other customer services advisers have told me that they do not stock commensurables or parts that are expected to wear out.   Bad Bad Bad stay away.....  I spend over £300 with them wish I had gone with a more reputable brand..",english,razer,Liam Gibbins,6,2018-04-03T02:29:12.000+00:00,What can I say not a good company.,1
I bought a mouse and a keyboard half a year ago - so good so far. Impressed by attention to details and some additional tweaks razer items have.,english,razer,Jane,3,2018-04-01T20:31:02.000+00:00,So good so far,5
"Honestly abysmal. I had to return my initial order because it was DOA. To their credit, after I got a replacement, it worked well for about a year and a half. Then it just stopped working. After I RMA'd it, I received my computer, again, DOA. It took also almost double the time which they estimated to get it back. Now I have to send it in yet again to finally get it working. Do they even have quality control? Honest question here, because right now, their only hitting 33% on getting me functional products.",english,razer,Satisfied Customer,2,2018-03-22T09:55:25.000+00:00,Terrible QC,1
The online store is terrible. Payment was unsuccessful but nothing to do with my CC  (it was charged). Systematic problem i presume. Need to revamp their store.,english,razer,John Lai,1,2018-03-22T00:42:00.000+00:00,The online store is terrible,2
"This is the worst laptop I have ever used in my life. The first time I bought it, it crashed every couple of hours, I sent it back under warranty and got a new one. It worked for a month or so and then started to crash every couple of weeks, I lost so much work and information from those crashes. After I had enough, I sent it in to get repaired and they charged me $1300 for its repair. I sent them the money over a month ago and they still haven't fixed my laptop, I would never buy with them again. Please, next time you consider buying a laptop, look elsewhere like Asus.",english,razer,Alex Fattouche,1,2018-03-21T03:39:39.000+00:00,"Laptop Crashed, $1300 repair that took 2 months.",1
Don't take responsibility for product lines that aren't their latest. Business ethics required.,english,razer,Dave Martelozzo,1,2018-03-21T03:41:49.000+00:00,Business ethics required.,1
Placed an order for a ear cushion replacement for a Kraken 7.1 V2. for $30. On the item description it was stated that the ear cushion where compatible with many Razer headset including the Kraken 7.1 V2.  When I order I notice that the attachment form factor was different. I contact Razer support and it was a nightmare.  They took 1 hour and 45 mins and 3 tech support agents to process a return/refund. I emailed them pictures and had to explain the same thing over an over.   All this hassle for a $30 order?? What will happen if I need a Warranty claim for the actual headset?? Only time will tell,english,razer,Santiago Jorg,1,2018-03-17T16:12:10.000+00:00,"Placed and order for a ear cushion, item not as describe. What a hassle was to get a refund.",1
"I have got a few products from the company, mouse mat/mice/wrist rests, and all of them are very good quality. There is no doubt the service could be improved but if you stick with on-line chat you will have success. I had an issue with my delivery and the overall service was brilliant with fantastic end products. If I need another product which is offered by Razer I wouldn't hesitate to purchase it. Well done Razer.",english,razer,SSP,1,2018-03-11T09:45:32.000+00:00,I have got a few products from the…,5
"I warranty claimed my razer mouse so I had to send my stuff back. I was like that's fine and so I send my package and they received it. The customer service is absolutely as useless a mouse trying to communicate with you. I try to contact through phone and your company shut me down twice and I waited 20 minutes. Now I honestly don't know what to say as again, I was told at first my product will be sent as soon as you get the item from me, then one of the employee told me after that it takes 2-3 days. FINE I thought. Now if your telling me it will take 2-3 weeks checking. Now that is it. I am done once in for all. Next thing I know your going to say it takes 2-3 months",english,razer,LuckyStrike,1,2018-02-23T01:39:56.000+00:00,Razer's extremely poor performance.,1
"Worst customer service I have ever had to deal with . I am 7 days into trying to get a replacement mouse and being told it will be 2 to 3 weeks more. Was also told that my mouse isn't in stock BUT i can order one from their sight ??? No stock to take care of current customers but new customers can get one , Am I dealing with pricing for cable  . Once looking into lack of service found some very disturbing practices and horrible reviews on the service-warranty issue`s that had I seen before hand I would have never purchased from them .",english,razer,dondo,1,2018-02-23T01:40:19.000+00:00,Worst customer service I have ever had …,1
"In 25 years I have never had a worse mouse than the Razor synapse I bought last November. Constant lag, stalls and could not use any links for Customer service. I should have stuck with Logitech, they never fail me. I shall throw this crap razor in the snowbank where it belongs.",english,razer,Damien Dixon,1,2018-02-20T20:58:30.000+00:00,In 25 years I have never had a worse …,1
"Horrible customer service, it's like the company doesn't communicate internally and everytime you get redirected. (I think i've been with 3 reps in less than a week) they somehow have no information on your case and you have to start from scratch. LONG response times, copy pasted forced politeness. Probably one of the worst customer service experiences i've had.",english,razer,Peter Bergheim,2,2018-02-18T20:16:49.000+00:00,Horrible customer service,1
"Talked to 2 representatives on their live chat about a weird mouse issue, went well.",english,razer,Rhys Williams,5,2018-02-11T15:40:32.000+00:00,Talked to 2 representatives on their …,5
"I put in an order for a refurbished Razer Blade Stealth on 1/15. The order said it would ship in 3-5 business days. 7 business days later nothing has updated. I go on live chat and ask what's up. They tell me the order has been delayed to the 26th. Okay fine. Delays happen. I chatted with them the night of the 26th when nothing updates. (Admittedly a little impatient.) And they told me that the 29th was now the predicted date. On the 29th my order actually goes BACKWARDS in progress from processing to ""Order recieved."" I contact chat the morning of the 30th to ask what's up. My order is apparently on hold, they weren't going to tell me I guess until I asked 3 times, and would only offer me a refund. They didn't even make an effort to find out WHY it's on hold or to fix the issue. The refund would have been fine if they had told me a week ago about this or if the laptop I wanted wasn't out of stock on the website now. So even if I get the refund, I can't order the laptop. So I've been waiting 2 weeks to basically be told ""your orders on hold, we don't know why, take your money back."" So I will. Bye Razer. You lost this sale and all future sales.",english,razer,Cody Spering,1,2018-01-30T15:13:20.000+00:00,Razer: Terrible Support.,1
"Don’t do business with these scum bags! They take your money and give you the run around. If you insist on using their products, which I never will again, go through a reputable vender... like Best Buy or Amazon. Do not order direct!!",english,razer,Brian Smith,1,2018-01-27T16:04:08.000+00:00,Don’t do business with these scum bags,1
"After multiple attempts to talk to their online support via email I decided to get in touch with their live support.   I was told that it's not their fault that I kept getting the same questions over and over again by their email team and it was mine for creating a NEW case each time by replying to the email they told me to reply to. Anyway after all that I had to send in a picture of my mouse because they needed to get the ""Correct serial number"" from the picture... Turns out yet again they're trying to blame me so I sent it in and just took a double check at the serial number I had sent them previously and they matched up perfectly I even copied the serial number from the old email pasted it in live chat and he verified that it was correct. Yet again this was somehow my fault?  I think Razer are just putting up terrible support in hopes that you will just buy another product to replace the old one instead of them having to admit they're wrong and their products break.",english,razer,Mr Daniel Bowen,2,2018-01-15T15:05:11.000+00:00,After multiple attempts to talk to …,1
"Have a razer blackwidow and mamba mouse. I dont even know where to begin to say how much these suck. the mouse loses tracking so easily the software is just garbage. The keyboard went out on me after about a year. Also have a mouse pad, and the pad started bubbling up after 5 months of use. so garbage. i had to switch out all the equipment in a year. I paid damn near $400 for all of these and less than a year they were all garbage.",english,razer,Chang Go,1,2018-01-14T20:15:22.000+00:00,Have a razer blackwidow and mamba …,1
"So I bought a Blackwidow keyboard from BestBuy, and I'm not going to lie, I do enjoy using it.  The buttons feel great and as someone who has pain in their wrists and fingers, I can really appreciate the work they put into the feel of their mechanical switches.    That being said, I have had only bad experiences with their firmware and drivers.  I used to have a mouse way back when (5+ years ago) that was given to me by a friend, and one day it was giving me trouble so I reinstalled the firmware for it and it bricked.  I vowed I wasn't going to use any more Razer devices after that.  Then one day my old trusty ps/2 port keyboard of 15+ years broke and I bought a Corsair one that made all my USB devices stop working whenever I restarted my computer.  I got tired of making sure it was unplugged whenever I restarted my computer, so I went to exchange it at BestBuy along with my friend, who convinced me to give Razer another chance...   Well, the keyboard was working great until I decided to install Razer Synapse 3.0 (couldn't figure out how to turn the lights off on it without the drivers, and the pulsing was giving me a headache.)  Below is an almost unedited exchange I had with their support.  Only change I made was in censoring my email, and their name:  Software Support (3:08:49 PM):Welcome to Razer Support, my name is [omitted]. Please hold for a few moments while I review your inquiry. For quality assurance purposes, you may be selected to receive a survey regarding your service experience.  Software Support (3:09:16 PM):Please verify the following information if it's correct: Name: K C Email address: [omitted] Me (3:10:07 PM):After i installed synapse 3.0 my computers tablet drivers stopped working so i closed synapse using the task manager. This caused windows to crash and now none of my usb drivers work on my computer.  Me (3:10:18 PM):Yes thats all correct  Software Support (3:10:48 PM):What Razer devices do you have there?  Me (3:11:09 PM):Blackwidow keyboard. It’s been working fine though  Me (3:11:35 PM):Not anymore though. Nor my logitech mouse or ugee tablet monitor  Software Support (3:12:13 PM):What Blackwidow?  Me (3:12:22 PM):Ultimate  Me (3:13:15 PM):2016 edition  Me (3:14:18 PM):Rz03 01700200 R3u1 for product code  Software Support (3:15:29 PM):For that keyboard, you need to install Synapse 2 for this. It is not yet supported by Synapse 3.  Software Support (3:16:03 PM):And for your drivers, did you check your device manager?  Me (3:16:05 PM):kk ill do that as soon as my usb devices start working again  Me (3:16:26 PM):I cant. My mouse doesnt work nor my tablet monitor nor my keyboard  Me (3:16:55 PM):All my usb devices stopped functioning the second synapse crashed my computer  Me (3:17:17 PM):My monitor works. I can see my desktop with the synapse icon but i cant click anything  Software Support (3:17:34 PM):What is your computer?  Me (3:17:40 PM):It litterally crashed my computer when I installed it and broke everything  Me (3:18:06 PM):Windows 10 computer. i5 with 8gb ram. Nothing special  Me (3:18:12 PM):Desktop  Software Support (3:20:26 PM):Can you reboot your computer?  Me (3:21:03 PM):Manually by hitting the tower button. Done it 3x doesn’t help  Me (3:21:30 PM):Ill try inplugging it completely i guess  Software Support (3:25:04 PM):So, this is the first time we encountered this issue. I can assure you that this has nothing to do with Synapse. Maybe there is a problem with your computer.  Me (3:25:46 PM):Yeah weird how it was working fine until I installed synapse though. Like it was working for 5 years fine until I installed synapse  Me (3:26:14 PM):Litterally happened maybe 30 sec after I installed synapse  Me (3:27:33 PM):As i said it crashed my ugee drivers for my touch screen monotor so i closed it with task manager and it crashed windows right after  Me (3:28:12 PM):Might be a problem with having both ugee drivers and synapse together but this was cause by installing synapse  Software Support (3:28:42 PM):Maybe it was just a coincidence that after you installed Synapse it crashed. But we can't know for sure. As I've said, this is the first time we encountered this issue.  Me (3:29:00 PM):Oh got my other keyboard working now. My non razer one  Me (3:29:10 PM):Everything else still not working though  Me (3:29:57 PM):It wasn’t a coincidence. After i uninstall it i bet everything will work.  Just gotta figure out how without a mouse lol  Software Support (3:30:27 PM):Okay, please uninstall it so that we can isolate the issue.  Me (3:30:42 PM):Yup one minute trying to now  Me (3:34:21 PM):Okay so unplugging all power from computer, powering back on, and using my non razer keyboard let me uninstall it.  Restarting now to see if that fixes my pen monitor, mouse and razer keyboard  Software Support (3:34:51 PM):If you need further assistance, please contact us back using this case number:1566159  Me (3:35:12 PM):Lol you guys are terrible  Software Support (3:38:23 PM):Is there anything else that I can help you with?  Me (3:39:16 PM):Idk razer keyboard still is dead. Guess i can return it to bestbuy for a logitech one  Me (3:40:54 PM):Can you send me a transcript of this chat?  Software Support (3:41:24 PM):You have an option there to save the chat session.  Me (3:41:44 PM):Hey you finally helped me with something!  Thanks.  Software Support (3:42:59 PM):For your computer issue, we cant say yet that this is caused by synapse, we also have to consider the idea that maybe your computer has a problem.  Me (3:43:58 PM):Computer works great now with non razer devices besides my ugee monitor. Like i said it’s probably a conflict between ugee and synapse   I admit that I wasn't as polite as I could have been, but this whole situation was incredibly frustrating.  I wanted to spend my day off enjoying my computer, not troubleshooting issues for a product that I paid good money for.  Ironically, the device that allowed me to solve the issue by uninstalling Synapse was a Chinese knockoff keyboard that somehow worked when nothing else did.   I just wish their support team would offer solutions instead of just blaming the user.  At the very least, just apologize and say they'll look into it and offer to contact me back.",english,razer,Kristine Carter,1,2018-01-11T21:41:43.000+00:00,"Great hardware, terrible support and software",1
"After returning several different brands of keyboards (I didn't like the way they typed), I finally found the Razer Ornata Chroma.  At first I was happy with the product, because it was exactly what I wanted/needed. However it had several issues;  The first issue is that sometimes the LEDs go off completely for no reason, but the keys still function and I can type. This is more something of an annoyance, but still... A product in this price range shouldn't have this issue!  The second issue is far worse; at random moments I cannot type anything anymore. In this case the LEDs are still on, but the keyboard doesn't respond to anything anymore. Not even CTRL-ALT-DEL. The only ""solution"" is to pull the USB cable from the computer and wait a second or 2 to plug it back in. After that I can type again. This happens random, but often.  So after these issues I decided to contact Razer's support... Well, I wouldn't define it as support at all. Pretty useless and unprofessional!  In my first message I clearly mentioned the things I tried so far (different USB ports, BIOS updates, clean Windows install, reinstalling their sofware, etc. etc., etc.) I also mentioned all my hardware.  The first response back from them (took several days) was a list of things I should try, which I already tried and mentioned in my first message (sigh). Also they stated that it might be that I have a cheap PSU, which could cause issues... Yeah right... I own a EVGA P2 1200W PSU, which are one of the best in the industry, but sure they are the ""experts"".  In the next reply they asked for my serial, which I provided along with an invoice that the keyboard wasn't a week old! After that things went downhill pretty fast.  No more replies and they informed me I should return it to the store. Why don't Razer replace it in the first place? Why ask for an invoice and serial number? I could have returned it already days before without contacting their ""support"". USELESS!  Anyways, I told them I would write a review about their product, their so-called service/support and the response I received was astonishing!  They simply replied; post your review online, we don't care. Really?! For a company which advertises stuff like: ""Razer CEO: 'For Gamers, by Gamers' Is More Than Just a Slogan"" it's pretty bad. I now know their true colors. Razer is a disgrace for the industry.  They could take an example of EVGA; their support, their products are simply excellent. Something which Razer can clearly learn from them.  I have dealt with a lot of company's support, but Razer is by far one, if not, the worst of them all in my experience. I never experienced something negatively like this before.  Razer produces great ideas, but their products are mediocre in real life (reviews are paid for apparently) and their support... Well, let's call it abysmal.  Two big thumbs down for Razer! I will never ever purchase a product from them again. And do yourself a favour; if you are thinking about buying a product carrying the Razer brand, I would advice you to reconsider or make sure you can return the item to your local store if needed, because on their support you clearly cannot rely on....",english,razer,Mich,3,2018-01-10T11:17:39.000+00:00,After returning several different …,1
"Unacceptable rude customer service and return process.  2k defective DOA computer return but have to wait 3-5 days processing and 18 days for money return.  Plus 25$ for return shipping.   Note: I am customer who bought Razer product, not begging for it.  Stay way from it",english,razer,Vinh Tran,1,2018-01-09T23:34:21.000+00:00,Unacceptable rude customer service and …,1
"Never Again will I buy anything by Razer  My Razer Naga Chroma has a fault less than a year into warranty, which I purchased from their site. I contact support and they tell me I need to cut the cord and send pictures, and they will send me a voucher for it's value to get another from the store.  All good right? No. My mouse is out of stock, and they cannot say when they will have more in stock, because a new gimmicky model of my mouse just got released.  So the only way to get a replacement is to be out of pocket by paying more to get the new one.  Is this how you treat good willing loyal customers when their product has broken down well within their warranty?  By comparison Logitech and Roccat simply replaced the units and had some faith in their customers.  Nah never again.",english,razer,Lana Bodinskaya,2,2018-01-09T10:04:59.000+00:00,Never Again will I buy anything by …,2
"Absolutely disgusted with Razer. I ordered a product and submitted the wrong information. Not even a full minute after placing the order I requested a cancellation. No problem right? Wrong, the order was processed and 24 hours later shipped even after placing the request. Now i'm being told that I have to deal with it by refusing the package, or sending it back with a free provided shipping label. How is it that with all the logistic systems available in 2018 Razer can not cancel a simple order.",english,razer,Joe R,1,2018-01-07T22:09:47.000+00:00,Absolutely disgusted with Razer.,1
"Absolute sham in ordering from their ""Australian"" site. Ordered a laptop. No problem. Paid and arrived in reasonable time. Two weeks later we get a letter from customs saying we had to pay Import duties &amp; GST of $350. Turns out they happily will sell you goods and not charge the appropriate taxes. I would not recommend them at all.",english,razer,Lj,1,2018-01-04T11:31:41.000+00:00,You will get a letter from customs with extra import duties,1
i tried getting my keyboard replaced because of faulty keys and there not willing to give any help on fixing it for me even if i were to pay for it.,english,razer,Roman Brandiao,1,2018-01-04T01:56:20.000+00:00,i tried getting my keyboard replaced …,1
"I should have read reviews on this page before ordering anything from Razer. But I didn't, and ordered a laptop for our son on November 17, plenty of time before Christmas. After waiting for two weeks I contacted customer support to hear what was happening with my order. I only received vague responses with terms like ""I will be escalating your case to the relevant department."". No information about if they had the item in stock, when they would be shipping it and when I would receive it. After a few more inquiries they called me back, and were still very vague about the status of the order. The representative said the laptop had been shipped, but they didn't have any tracking info. When I asked how he an item could be shipped without any tracking info, he avoided the question and said he had to check with the shipping department. I got a similar call twice. After realizing that the laptop would not come, at least not before Christmas, I ordered another laptop off eBay (got it 3 days later), and contacted the Razer customer support on December 16 informing them that I wanted to cancel the order and get my money back. I got a call back 14 days later (!), and the representative said that the laptop had been shipped (still no shipping info, and the order status page says the order has still not been processed), and that I had to wait for the package to come and that I had to refuse it, and that they would refund me when it  was returned to their warehouse. I still haven't received any package, and today my patience ran out and I contacted my credit card company to dispute the charge. Hopefully I will get my money back this way.  I have no idea how a company can run their operation this way. I don't know if the representatives are lying straight to my face or are just grossly misinformed. Follow the advice from all the reviews here and do not do any business with Razer.",english,razer,Svein A. Berg,2,2018-01-02T13:49:11.000+00:00,I should have read reviews on this page …,1
"Appalling customer service. I ordered a Razer Blade stealth 12.5 on the 12th December with delivery stated at 3 to 5 days. 15 days later I still hadn't received my laptop so I contacted Razer via the online messaging tool to ask what was going on. The response told me that the laptop was out of stock and they were waiting on more to he supplied. I'm not quite sure why I wasn't told it was out of stock having paid a large amount of money, I was also given no timeframe as when to expect my laptop. As I was wanting the laptop to take away with me on holiday on the 30th I informed razer I would like to cancel my order as I would like the money back to buy a different laptop. The response I got to this was that Razer would request to cancel my order but this wasn't confirmation of a cancellation as sometimes products are dispatched before the cancellation takes effect......Not quite sure how this happens when a product is out of stock. Also once cancelled it takes 18 business days for a refund! This is ridiculous, that's pretty much 4 weeks to get my money back, all the time in paying interest on my credit card, and I'm also left without a laptop. I was really looking forward to my Razer laptop having read some good reviews but after this experience I doubt I will ever use them again. Terrible coompany.",english,razer,Stephen Hutchins,5,2017-12-28T10:28:53.000+00:00,Appalling customer service,1
"Absolutely disgusted with this company.  It is by far the worst online shopping experience I have ever had.  I ordered a keyboard and mouse as Christmas presents for my son on 24th November.  A week ago, still not arrived.  I messaged them and received the obligatory message saying they were extremely busy and struggling to get items shipped but it would be shipped within next 3 days.  Nothing!  Couldn’t respond more than once a day or in fact same day and could not guarantee delivery at all.  Did not seem to care either.  When I realised I wasn’t going to receive my order on time I decided to google customer service reviews.  Boy I wish I had done that first.  I ordered the items again from other companies and received next day and so cancelled my order with Razer.  No confirmation of cancellation until 3 days later I received this - what the chuff.  Considering legal action.  Hello Debra,  Thank you for your reply. My name is Emma from Razer Order Support.  We are going to place a request for the cancellation and we will inform you about the outcome as soon as possible.  Please, be advised that this is not a confirmation of your cancellation as, once the order is placed, the warehouse starts to prepare the products for their shipping as fast as possible. Rest assured, you will be informed if the cancellation succeeded or if it did not.  In case it is not successfully cancelled, we will provide you with the tracking link once available and you will be able to monitor the tracking.  Thus, you can reject the parcel once it is delivered to you and, therefore, it will be sent to us. :)  Thank you for your time and sorry for the inconveniences we may cause.  And, please, if you have further questions or inquiries, do not hesitate to include them in your next emails and we will gladly help you.  Have a nice day!   Sincerely, Emma Razer - Tier 1",english,razer,Debra Howarth,1,2017-12-24T21:05:03.000+00:00,Absolutely disgusted with this company,1
