"_type","comment","data_type","language","product","reviewer","reviewer_review_count","time","title","vote"
"dict","I will never buy anything from HP every again, the computers don't work and the worst of all is that if you call to ask for support for their printer devised, if the warranty expired they don't offer support even on the phone!!!! DON'T buy HP products, by far there are other companies way better than this one that value your time, money and you as a customer when all you need is technology to make your life easier. wow so disappointed.","review","english","HP","Mely Alonzo","1","2018-09-02T20:26:06.000+00:00","I will never buy anything from HP","1"
"dict","Would not trust this company to run a one car parade. My laptop cursor pad broke and it was explicitly understood between the call attendant and I that the hardware to the computer was malfunctioning when the heating up. I had it sent in. HP just takes my laptop and wipes the software and sends it back. It takes two weeks for the first repair, finally coming back 11 days before I leave for Europe. The after customer service was horrendous. I work at a restaurant and to put this into comparison. The explanation was that the cook blew the meal, didn't make it. Server comes out and explains that it's the cooks fault and hands me the bill. The only thing I wanted was a guarantee that it will be back in 8 days for my trip to Europe and the call attendant explained that he wasn't even going to try that. HP On the cheating end of a break up with a hollow apology. Sad","review","english","HP","Andrew Sproule","1","2018-08-30T17:23:38.000+00:00","After sales service - appallingly bad","1"
"dict","Laptop was still under warranty, then came the closing of lid problem along with hanging problems. Gave a complaint to hp representative add it was still under warranty. After numerous calls atleast he came and opened the laptop and made the lid problem worse and told me that he'll replace the plastic panels etc etc along with fixing of the usual hanging problem. Now thanks to the worst hp service, it's been more than a year and I'm still waiting for him and on to of that my laptop warranty got expired. Salute you geniuses for this extremely worst service ever i received. God bless u ppl.","review","english","HP","Mohamed Sakhib","1","2018-08-30T12:30:36.000+00:00","Laptop was still under warranty and hanging problems","1"
"dict","I have asked HP for a refund for my product because it was not compatible with my product. I have returned the actual product but when dpd went to deliver it there as no one there to pick it up, they left a calling card and HP hasn't gotten back to me.  I am very upset about this.","review","english","HP","Manav","2","2018-08-29T19:15:10.000+00:00","I have asked HP for a refund for my…","1"
"dict","Excuse my language but im extremely upset. I have called twice to customer support and both times they have done nothing instead they told me to have a nice day and that was that. I'm quite fed up with hp. I just returned an hp printer for fuckn issues and i just bought it. This company sucks their customer service sucks. I am never buying another hp product ever again. I'm going to tell everyone I know and have them pass it on to never buy another hp again and I hope the company goes bankrupt. My father has an hp desk top and it's also a piece of junk. Next time I'm going to spend my money on something worthful and not some piece of crap that wants to work sometimes. If I can't return this piece of crap laptop I will gladly eat the money for a new one and take pleasure in ripping this computer to shreds. I don't know how the hell your company stays afloat and I hope it comes crashing down.","review","english","HP","M13v69C!25","1","2018-08-27T18:05:56.000+00:00","Excuse my language but im upset","1"
"dict","My HP Omen gaming laptop has been returned to HP 5 times in as many months and each time they state they have changed the motherboard, the motherboard has been replaced 3 times in 6 weeks! how can this happen, i can only conclude they are replacing with crap parts scavenged from other burnt out returns! 6 weeks ago i had a charging problem, the laptop was returned with you guessed it a motherboard replacement, when i got my laptop back the graphics card appeared be seriously faulty, there was nothing wrong with the graphics card before i sent the laptop to HP, so i sent it straight back. 4 weeks later the laptop wont turn on, you guessed it another motherboard replacement and to add to this they broke my laptop lid without even acknowledging it when they returned the laptop to me!  i will never buy another HP product again, this HP Omen cost £1000!","review","english","HP","Shane Mc Cay","4","2018-08-25T03:43:46.000+00:00","My HP Omen gaming laptop has been…","1"
"dict","On 16 / 06 / 2018, I bought an HP laptop for £289 from Currys/PC World Basingstoke. I found out later it was a Desktop TGCJ4TA which was not on the laptop.  Before I purchased the HP laptop, I asked the salesman if the laptop would be quick as I would be using Microsoft Office, sending and receiving emails with attachments and watching movies, he said it would be perfect for these actions.  In the first few weeks, apart from loading both McAfee and Microsoft Office I didn’t use the laptop because I was waiting for a friend to retrieve the files from a previous HP laptop, which had crashed and wouldn’t even start up. When I first used it was when I noticed how very slow it was. When I first took it back to Currys PC World to complain, which I found out was 4 or 5 days after Currys PC World’s guarantee ran out. I told them how very very slow it was, and the technician, who was very helpful, agreed that it was slow but suggested it was probably because I had not downloaded all the HP updates. I took it home and downloaded all the updates, which were many, however it was still very, very slow and frustrating to use. I took it back again on the 29th July and this time the same technician agreed that it was still very slow; he spent a couple of hours in the store to try to find out why, and after he had tried everything including reloading the Windows10 operating system, he said he would have to send it away where they had more equipment to be able to find out why it was so slow.   On, the 1st of August at around 10.20 am, I received a call from a technician from their ‘Team Knowhow' and he told me that he had reloaded Windows 10 and it was still very slow but then added ‘HP should not be still selling this Laptop and there was nothing more he could do’. I am sure that they record all their calls so must be able to go back and listen to his exact words. On their repair document it states that their repair experts are fully accredited by many of the top tech brands; if this is the case then his statement telling me that HP shouldn’t be selling this laptop which in turn means that Currys PC World also shouldn’t be selling it. My old HP laptop was quicker than this one and it was about 10 years old and the only reason I chose another one was because the old one had been fine with no problems. Later in the week I got a call from their Basingstoke store and was told the laptop was back and to come and pick it up. When I got there and tried it out it was still slow and the same technician who had worked on it before, agreed that it was still very slow tried a few things to see if he could find out why but couldn’t resolve the problem and when he asked his manager if I could have a refund or a replacement he refused on the grounds that it was out of your ‘3 week’ guarantee but didn’t even mention the HP guarantee. He then asked a different manager and received the same answer, although HP guarantee their products for 1 year.  The laptop is not fit for purpose and for some activities I am not exaggerating, it is like watching paint dry, it also freezes and I can’t do anything except restart the laptop. When I was on the phone to the 'Team Knowhow' technician I asked him what kind of laptop I should have to make sure it didn't run slowly. He told me I needed a 128GB SSD card with an i3, i5 or i7 processor minimum and an 8 GB of memory. When I went on line to find out what was in the HP laptop I had bought, it was no longer on their website. I did however see another laptop on their website that had a 128GB SSD card with an i3 processor which was only £33 more than I had paid for my HP laptop and so the salesman, when asked if the HP I was buying would be quick enough for what I was going to use it for  should have told me that to be sure of not having a slow laptop I needed a 128GB SSD card with an i3, i5 or i7 processor and 8 GB of memory, as the 'Team Knowhow' technician had recommended. Whether the salesman did not have the knowledge necessary to advise me on whether it was slow or not, or was just trying to get rid of old junk because he was instructed to do so by his manager makes no difference, Currys/PC World and in turn HP are responsible for selling me something that is not fit for purpose and sold it under false pretences. Why would the in store technician spend 2 hours trying to find out why the lap top was slow if it wasn’t, he would have said that the laptop I had bought was always very slow, and why would the ‘Team Knowhow’ technician tell me that HP shouldn’t be selling that laptop, which in turn means that Currys/PC World shouldn’t be selling it and according to the claim on your website which I have copied below, it states that your laptops have been hand-picked by your experts and that your ‘experts’ can help to pick the right one, so why didn’t they?  I have videoed me trying to open a file and I watched it for 2 minutes and then gave up and had to shut down the laptop to stop the small circle continue to try opening the file. I have also only just discovered that when I send photos of the document related to this issue by email from my phone, I managed after a while to print one of the documents after quite a time but on the next 2 documents the laptop froze when trying to bring up the image to print, so I have had to send the emails to my daughter’s laptop for her to print them. I have finally managed to open two of the files in ‘Paint which I will attach. Under the Consumer Rights Act consumers have the right to a refund or replacement if the product is faulty or not as described and I believe that both of these apply in this case. Currys PC World have washed their hands of this and as they didn’t offer to refund me under HP’s guarantee then I assume HP have washed their hands on this.  I will never consider another HP product again, or shop at Currys PC World.","review","english","HP","Neil Jackson","4","2018-08-21T10:03:05.000+00:00","HP laptop is not fit for purpose","1"
"dict","HP Tech Support Sucks! I recently purchased a HP Pavilion Laptop. I had always been a Dell customer to this point. It was a horrible experience! During set up, the first thing it did was ask me to set up a password. I used the same password I had used on my Dell. While downloading files to a zip drive (since Microsoft 10 doesn't allow the use of a data transfer cable), my computer powered down. When I powered it back up, it asked for my password. When I entered the password, it told me the password was incorrect. Repeated attempts gave the same result. The paperwork that came with the computer promised tech support. After repeated attempts to contact them both online and by phone, I finally reached them by phone. Imagine my surprise when the tech told me there would be a $49.99 charge because I had started the setup process, which now made it a software problem, not  hardware problem. Not only that, but they would then require $14.99 a month thereafter! Some years ago, I had had this problem with a new Dell computer during setup. When I contacted Dell, they explained this would be a free service this one time only, and then very competently set about helping me reset my password. Needless to say, had I had this response from HP, I would be a satisfied customer. However, a product is only as good as its tech support, and HP's tech support sucks! I'm back with my beloved Dell and loving it!","review","english","HP","Frances Schlosser","1","2018-08-20T12:57:51.000+00:00","HP Tech Support Sucks","1"
"dict","OMG  they are the worst . you have to buy everything . terrible customer support . i mean you can not even play a dvd  without buying drivers. HP BEATS IS MINE and it terrible","review","english","HP","Vincent Wolz","2","2018-08-19T18:27:26.000+00:00","OMG  they are the worst","1"
"dict","After my experiences with HP, I will never support them again. They have many problems, but let's start with their customer support.  Bought a 60 dollar HP stylus to use with my laptop (they said it'd work). Couldn't pair it, so I gave them a call. First dude hung up on me (I'm very polite). They were reluctant to provide me with any answer or support at all. Instead, they kept talking to me about trying to purchase a year warranty extension for ~$120. Does it even make sense to them that I don't want to pay $180 just to figure out how to use a pen that I paid for? HP outsourcing their support is the end of them.  Support a different company. They won't make you pay to troubleshoot your products. Look at the other reviews, and watch as existing investors drop this stock","review","english","HP","Andy Tran","1","2018-08-19T06:05:50.000+00:00","Awful experience with HP and their support","1"
"dict","I purchased a HP Pagewide 477dw after calling up to just purchase ink for one of my other printers I own and the sales person told me that this printer was a business use one and it was on sale and it would greatly reduce my cost of ink as it used a different type and less.  He went on to explain all the features and how he was the manager there so he could give me a good price and to call him back and he could also discount the next ink purchase.  He told me that it fitted all paper sizes and it was an all in one printer. Well after I received it, I found out it did not have the features he stated it did and did not fit but normal paper sizes and then it keeps loosing internet and scanning functions. Then when you try and copy or scan from the top tray it takes multiple pages and you have to babysit it so it does not jam.  I called for help and I received links to sites which were only to sales features and not help sites and then also the manual and then was told that she added the optional tray to my cart for my convience so I could use the specialty papers. Not only were these sites not answers but they were not even for my printer and then I was not going to by another tray and when I looked at the tray it was only to hold more paper and it did not allow larger sizes either and it was also for a different printer.  Then she had the nerve to tell send me a link for another printer to purchase that would do the larger paper size after I told her that the tray was not for larger paper.  Then HP sent me a email to give them feedback and I did and then rejected it and told me my comments were not allowed and I could write something else. I have many HP products and have loved them and I guess HP has gone like the rest down hill.","review","english","HP","Irene Clements","1","2018-08-17T17:07:11.000+00:00","I purchased a HP Pagewide 477dw after…","2"
"dict","I've had nothing but frustration with my HP stream computer. Found out I have to pay an additional $150 to be able to access most popular apps. What a big rip off.","review","english","HP","David Dykes","1","2018-08-17T10:06:27.000+00:00","I've had nothing but frustration with…","1"
"dict","1ST THEY TRANSFERED ME 3 TIMES--NON COULD SPEAK DECENT  ENGLISH--IO DO NOT CARE WHO THEY ARE, BUT SPEAK DECENT ENGLISH. 2 THEY TOLD ME MY PRINTER DOES NOT DO 2 SIDED--MY MODEL IS HP 8610---WRONG----MY PRINTER IS HP 8620PRO---NOOO MORE HP FOR ME---U8NLESS HP HAS THE ENOUGH ABILITY TO THINGS WRIGHT!!","review","english","HP","ric hopkins","9","2018-08-14T12:37:05.000+00:00","1ST THEY TRANSFERED ME 3 TIMES--NON…","1"
"dict","Never ever think that HP will honour their cashback offers and don't even imagine they'll talk with you, reply to messages or help in anyway when you need them.","review","english","HP","Simon","3","2018-08-09T18:48:30.000+00:00","Never ever think that HP will honour…","1"
"dict","I purchased a Laptop $600.- from HP (HP Laptop 15Z000) I am disappointed. Shipping was good. After 2 weeks the Laptop turned it self off. Called Customer service, they pushed on me a 3 Year warranty and the McAffee virus program this cost me over $200.-. They told me after that we can fix the problem. After several days and hours with a technician I think the problem was fixed. Then I had a problem with my touchpad, still have the problem. Called HP, I thought I had a warranty, not so the $200.- 3 year warranty was only for software problems. Now I have a hardware problem. It is not covered under this warranty. My touchpad is very sensitive, tried to adjust it with software, no luck. often the pointer jumps around, then deleting in the middle of writing a letter or email half of it and had to rewrite again. Opens up automatically websites. The touchpad left and right click is horrible, have to touch only a small section of the right or left button so it get recognized. The turn on button is not good at all. It is a small rectangle bar. When you push this button you don't know, did it turn on the Laptop or not. Because it takes a while until the hp logo appears on the screen. No other sign of life. A round start button with a light coming on would be great. I would not recommend Hp to buy a computer. Customer service tries to sell you only warranties. Searched online what I should do with my Touchpad. Recommendation is Live with it, because when you send it to Hp repair you have to deal on the end only with more problems.","review","english","HP","Bonnie Hoeck","1","2018-08-09T18:07:54.000+00:00","I purchased a Laptop $600.- from HP (HP…","1"
"dict","I bought my laptop (HP Pavilion - 15-ck063tx) 2 months ago, but my HDD spoiled. It took me half day to report my issue via the so-called Live Support.  Then I waited another week for them to replace my HDD. However, upon replacement, the OS installed is running in defect. I further reported to the support guy and received no respond.  Almost a month since I reported my issue and yet to fix, please do not buy from HP. Their service is SUPER BAD!","review","english","HP","bt yong","1","2018-08-07T14:15:26.000+00:00","Issue reported 1 month and still waiting","1"
"dict","HP Printers are good but I am having issue in its blue tooth connectivity.","review","english","HP","Peter Sulivan","5","2018-08-07T13:27:30.000+00:00","HP PRINTER BLUETOOTH CONNECTIVITY","4"
"dict","I bought a HP SPECTRE x360 10 months ago now for £1,300 and use this daily for business. Thankfully, at the time there was an offer for a FREE HP 3 Year Care Package with the purchase.  I recently had power issues with my laptop and contacted HP for support, they collected my laptop via DPD 2 days later, the laptop was returned within 3 days with a new charger, replacement motherboard and looked like a brand new laptop. Was over the moon with my service and would definitely recommend waiting for offers to get the care package. Without this I would have had to pay a fortune as the standard warranty is only 9 months after purchase.  You could say these issues shouldn't happen with a new/expensive laptop, and at the time I was annoyed at how it could happen overnight. However, the service I received from HP was great and they bent over backwards to help and get it back as soon as possible!","review","english","HP","BWITH","2","2018-08-02T14:38:58.000+00:00","I bought a HP SPECTRE x360 10 months…","5"
"dict","I bought a brand new HP Envy 5055. The guy at Best Buy told me it was simple, super easy to set up. No CD... just plug it in and if I have windows 10 it will automatically download the driver if I am online, which I was.   So I took it home, followed the instructions exactly... and turned it on and nothing happened. The computer did not recognize the printer and the printer language was in Korean! I bought the printer in Colorado brand new at Best Buy!   So I call HP customer service and they took over my computer screen, told me that it was not a problem with the printer, but a problem with my computer.   They charged me $199 Dollars for a tech to fix my computer... for a brand new printer!!!!  Guess what.... yep... that is right... there was nothing wrong with my computer before I bought the printer... but magically something was wrong all of the sudden after I bought this brand new printer!   So a $50 printer from HP... costs $250!   I will NEVER buy anything from HP in the future ever again!!!!!!!!","review","english","HP","Tristan Froheit","1","2018-08-02T12:45:33.000+00:00","I bought a brand new HP Envy 5055","1"
"dict","This is the second HP laptop I have purchased.  The first one I was really pleased with customer service, delivery, ease of purchase and the laptop.  Not this time.  I waited several weeks for delivery of laptop, Windows 360 and laptop sleeve.  Eventually I emailed HP, customer service were very helpful and said there was a hold-up as Windows 360 was out of stock.  They cancelled this item, I waited another 2 weeks, again I contacted HP and they advised that the sleeve was out of stock.  We cancelled this item.  Eventually the laptop arrived.  The laptop is adequate but for the spec it is quite slow, I purchased the  HP 17-bs100na Full-HD Laptop.  When I purchased the laptop I used the company credit card.  We did have a phone call to see if the purchase was legitimate from the credit card which we confirmed.  However, I think because of the time it took to actually despatch the laptop the payment never went through.  We then received emails giving no other option than to pay by bank transfer, (with the incorrect amount requested).  The whole experience was just a shambles, will not be using HP store again.","review","english","HP","Samantha Mitchell","2","2018-08-02T08:07:28.000+00:00","Terrible customer care","1"
"dict","Utterly awful company. Bought a top spec Spectre 13 x360 - to be fair, a great piece of hardware - and had one of the speakers fail. That’s OK, I thought, it’s a simple swap out and I had purchased the extended warranty. Laptop was in perfect condition when sent away, came back with a letter saying they had fixed some out of warranty damage without charge. What? There was no damage! But, they put it in a “new” case with a new keyboard. I say “new” because the replacement chassis had marks and scratches on it. The pain didn’t end there.  The rubber strips on the base weren’t stuck down properly. They had used the wrong size screw under one of the strips, so it pokes out and doesn’t sit flat on the table. Worse still, the base wasn’t even snapped in properly on one side, leaving a big gap and causing the base to bend.  Here’s the best (worst) bit: there are two black screws on the base, but they used a silver one and then coloured it in with a Sharpie pen!!! Not even just the screw, they coloured the chassis all around the screw?!?!  And don’t get me on to the dirty state of it and the fact they had tried to clean it with a wet cloth - there is water residue on the shiny hinges.  They also wiped the laptop when there was no need to do so.  I made a video if you want to see. Search for “spectre x360 botched repair” on YouTube; my channel is Constant Geekery.  Under U.K. consumer law I am entitled to withdraw from the contract after a failed repair and return the notebook for a full refund. But, I bought this through my company, so HP have told me consumer law doesn’t apply and it’s another repair or nothing. I’m sending it for repair and then I’ll sell it. I’m heading to the Apple Store now. I’ve bought close to 100 Apple products through work, and whilst some have needed repairs, Apple has always done a great job or provided new replacements without quibble.  I will never buy HP again.","review","english","HP","David Hurst","1","2018-08-01T15:48:50.000+00:00","HP repair centre coloured in my laptop with a Sharpie pen (amongst other things)","1"
"dict","What a joke. Bought a HP z2 Mini G3. Xeon I7 7700 (worth aprox 2800 usd) I missed it came without a wireless card. (didnt think a pc in 2018 came without one)  calling hp support, to order a wireless card, resultet in a message that they didn't sell one. What???  Hp a major business partner, can't sell / install a wireless card for a brand new, highly profiled pc?  so now i ordered the wireless card, and antennas which I somehow have to install myself.   2 stars for the nice support employee, who forwarded my case to 2'nd level support, that came with the ridegolus answer.  HP, closed my case, without solving the ""easy"" problem, and without asking for feedback of the process.   Why on earth should we continue in our organization to buy HP?  Well the answer is easy. we shouldn't.  Case Number 5017327057 in case somebody from HP reads this, and agree it's below HP service and tech. standards....","review","english","HP","Troels Kjerulf","2","2018-08-01T15:51:50.000+00:00","What a joke","2"
"dict","Vänligen lita alltid på aktuella användares recensioner istället för sponsrade recensioner tillgängliga på olika webbplatser. Jag rekommenderar alla att stanna borta med HP med min egen generella dåliga erfarenhet med HP. Att vara en erfaren ingenjör kan jag förstå att ett företag som inte kan förutsäga livet för bärarens mekaniska gångjärn genom någon vetenskaplig verifieringsmetod år 2018 och inte har kapacitet att testa och validera livet för mekaniska gångjärn, tro mig att ett sådant företag inte har kompetens inom ingenjörskunskap och de får inte ha utvecklingsingenjörer som kan bli gravid eller förstå det. Jag kan garantera dig att det här företaget bara har endast 3D-modellerare som inte är tillräckligt kompetenta för att konceptualisera produkten vetenskapligt och bara utveckla konstnärliga mönster .... Slösa inte bort dina hårda intjänade pengar på sådant ovetenskapligt företag..ENGLISH..........Please always rely on actual users reviews rather than sponsored reviews available on different websites. I would recommend you all to stay away with HP with my own overall bad experience with HP. Being an experienced engineer, I can understand that a company which can not predict life of laptop's mechanical hinge through any scientific verification method in year 2018 and do not  have capacity to test and validate the life of mechanical hinges then believe me such company does not have competency of engineering know-how and they may not have development engineers who may conceive or even understand it. I can guarantee you that this company only has only 3D modellers who are not competent enough to conceptualize the product scientifically and develop artistic designs only....Do not waste your hard earned money on such unscientific company.","review","english","HP","Praveen Parmar","2","2018-07-30T10:41:29.000+00:00","HP Laptop","1"
"dict","HP printer: Officejet 5255. I've installed maybe 8 printers in my life. When my Epson printer/scanner, etc. died in July 2018 I opted to buy this HP printer at my local Staples. For two days I have tried and tried to download the software to run it but no matter what I've tried it will NOT DOWNLOAD THE SOFTWARE. There are so many dead-ends, and a lack of live technical support to get me on the right track. I am returning this printer to Staples and I offer this WARNING: DO NOT BUY AN HP PRINTER whatever you do. Reading HP reviews in ""Trustpilot"" is well very revealing as to how LOUSY HP is for customer support!","review","english","HP","Rod Steckel","1","2018-07-30T11:07:30.000+00:00","HP printers- AVOID AT ALL COSTS!","1"
"dict","Why are this company still allowed to exist??? They charged me £12 for printing two weeks ago and now they tried to take money again!! I regretfully bought a printer that uses instant ink that I pay monthly for. The problem is that they are supposed to take money once a month for a price that covers all I’ve printed in the last month, however they try and take money whenever they like and block my printer 🖨 if they can’t get any! They do this as and when they feel like it and I can’t get to talk to anyone as the helpline goes round in circles. So if you want to be held to ransom when it comes to printing then go up!","review","english","HP","Customer","1","2018-07-25T11:07:55.000+00:00","Hostage Printing... that’s what  HP stands for!!","1"
"dict","DO NOT BUY THEIR PRODUCTS,THE WORST CUSTOMER SERVICE EVER! I CALLED WITH A TECHNICAL PROBLEM THEY DID NOT WANT TO HELP ME GAVE ME FALSE INFORMATION. MY PRINTERS IS DAMAGE WITH NO HELP FROM THIS COMPANY. DO NOT WASTE YOU MONEY THATS $800 DOWN THE DRAIN . THANKS ALOT HP. YOUR COMPANY SHOULD BE SHUT DOWN!!!!!!!!!!!!!!!!","review","english","HP","Tania Lazala","1","2018-07-22T21:28:31.000+00:00","DO NOT BUY THEIR PRODUCTS,THE WORST…","1"
"dict","The absolute worst customer service. In order to help me with a computer 3 months old I need to buy their service. What a joke. Never again will I buy an hour product","review","english","HP","Beth Campbell","1","2018-07-17T23:31:58.000+00:00","The absolute worst customer service","1"
"dict","I purchased an HP 15 in. laptop in May/2018 - problems began with Office 365 trial installed by HP- it would not uninstall to allow MS Office 2016 to install.  Many crashes/restore to factory settings [3 times] while getting advice from ""Support"".  after 5 weeks of nonstop tech support I was advised the laptop was out of warranty and all problems were caused by 3rd party software.  MS Office Support also attempted to correct problems but could not. HP support in India [their base] advised me they could resolve all issues if I purchased their prime support [$150 ?] I told them to shove it and returned the laptop for refund. waiting for refund. NEVER again will I purchase HP products - their ""Support"" is a scam. HP markets ""Made in USA"" but I followed my laptop around China for 10 days while it was put together and cleared Customs. They are Crooks and will go the way of Gateway years ago.","review","english","HP","Mac Caves","1","2018-07-15T01:41:34.000+00:00","I purchased an HP 15 in Nightmare","1"
"dict","HP had me send my brand new computer with a cracked screen for repair. It was not covered under warranty, I had never used it. I paid over $400 to have my new computer fixed. They assured me that my repaired computer would be back to me in less than a week. Three weeks later. They called wanted me to pay another $400 for a new computer, because my repair was complicated. They refused to send my computer back. I am frustrated beyond belief and will NEVER purchase HP again.","review","english","HP","Connie Howard","1","2018-07-14T18:30:06.000+00:00","HP stole my brand new computer…","1"
"dict","I spent OVER TWO HOURS (and $50) on the phone with a technician because I am experiencing issues with the microphone on my HP Pavilion laptop. The technician put me on hold several times and took me through steps that I had already performed before calling customer support. On top of this, this technician also proceeded to ask me personal questions about my life and tried to flirt with me over the phone. Meanwhile, my problem was not being fixed. I was told to recover my entire laptop which took HOURS. The technician informed me that the recovery would fix my microphone. However, it did not. I can’t believe that I paid for such mediocre service after I was reassured that the issue with my microphone would be resolved. I will not be purchasing HP ever again!","review","english","HP","Judy","1","2018-07-12T18:08:50.000+00:00","Terrible customer service!!","1"
"dict","I am absolutely seething.  Just spent the last hour on the phone, cut off twice, just to be told that the 2nd faulty product they sent me, I have to take a video, send it to them, and they will replace it with a different product to that which I had originally.  These guys rank up there with BT.  Strongly suggest you buy IT equipment from dealers, not direct with HP, and hope that nothing goes wrong with it!!  I will never use HP for my company again!...","review","english","HP","David English","6","2018-07-12T16:56:27.000+00:00","I am absolutely seething","1"
"dict","My new printer cartridge did not work. I tried a different new cartridge and it worked. I tried all of the “trouble shooting” ideas on the website and tried to find a number to reach customer service. Finally I found a number and ended up on the phone for 1 hr 10 min. They made me hold over 10 times, and transferred me a few times. They made me redo all of the trouble shooting ideas that I had already done, plus I had to repeat information over and over.  Then at the end, the rep said that they didn’t have a replacement cartridge in stock (a very common ink cartridge)! He wanted to have his manager call me tomorrow! I asked where he was located and was told the Phillipines. I’m guessing I won’t get a call back.","review","english","HP","EM","1","2018-07-11T04:04:31.000+00:00","HP customer service a joke.","1"
"dict","Non-existent customer service - and their things break the whole time. Don't go near.","review","english","HP","Raphael","4","2018-07-09T13:44:43.000+00:00","Errors, problems, malfunctions","1"
"dict","The world extreme shitest printers i have ever used in my entire life. Won't get any business from my personal stuff or business F****** wasted products. Higly Higly not recommended","review","english","HP","Muhammad Shahzad","1","2018-07-08T02:48:16.000+00:00","The world extreme shitest printers i…","1"
"dict","new hp laptop has great battery life and computing performance. Hopefully will remain good over the coming years","review","english","HP","Atish Tailor","4","2018-07-04T08:51:34.000+00:00","new hp laptop has great battery life…","5"
"dict","Hp is the worst, I've had problems with it since I purchaced this laptop. I got a bad battery to, it dies so quickly! I honestly wouldn't suggest this brand to anyone. I'm taking my laptop back.","review","english","HP","Nikki","1","2018-07-03T22:56:14.000+00:00","Hp is the worst","1"
"dict","I have the pleasure of using 2 different HP printers. I hate them both. They are unreliable, quit printing mid session, mix up the page order when printing double sided, refuse to start printing, print the alignment sheet 5 times in a row... I've had a printer refuse printing because the new cartridge 'was not an original HP product'. Guess what? It was. At this very moment my printer decided it had a problem having an empty color cartridge inside of it so it refused to print my document even though i've set it to black ink only. I've removed the color cartridge and now it prints, but making weird noises in the process. Save yourself from the stress of owning an HP product and get a Canon printer instead.","review","english","HP","Rain Crow","1","2018-07-03T18:43:35.000+00:00","HP printers are really, really bad","1"
"dict","Would like to point out the awful design of the spectre notebooks. Back lit keyboard is too bright, and intensity impossible to adjust. More light from some keys than others, depending on angle you hold computer in. I can hardly use it due to sensitive eyes. however lightning on keyboard is necessary as it is not readable in all but brightest environment conditions due letters being in grey instead of white.","review","english","HP","Matas","1","2018-07-02T20:02:04.000+00:00","spectre keyboard design","1"
"dict","I purchased a HP desktop package about 2-3 years ago and took out the extra warranty, which is due to run out this month.  I went online to renew this and my payment of £32 was taken for the new 12 month policy.  However, when I went online to check that it had been updated I was surprised to see that it had expired.  I called them today to see why this hadn't been update.  To my shock and disgust they told me that my money was being refunded as they were unable to put another warranty on it as you are only allowed to buy one 3 year package.  After that they will carryout repairs at your cost.  I am absolutely disgusted with this company.  If they don't have faith in their own computers why sell them?  If you have a good sound product then surely you would be prepared to put a warranty on it for more than just 3 years?  I will never purchase a product form HP again","review","english","HP","Carol","8","2018-10-05T12:11:52.000+00:00","I purchased a HP desktop package about…","1"
"dict","Spent 45 mins trying to order toner on HP.com with nothing but try again later messages and then to call an 800 number. Although I have been buying from them for about a decade, the CSR could not find my account and was really snippy even though I gave a head's up I was completely frustrated. Totally useless and actually made it worse. Online Chat said not able to help but they could give me the 800 number to call to place an order. Really?? That's not true as they were not happy to help. Not one of my questions was answered. I ordered from Amazon for the same price. Shame on HP...don't offer help if you can't or won't help. 45 minutes - 4 toners. How can this possibly be a problem??!!","review","english","HP","trukia","2","2018-06-29T14:44:44.000+00:00","Customer Service Not For Customer and No Service Provided","1"
"dict","Never use an HP laptop!!!  Mine died (hard drive fail within a year of buying it) and I lost my data! Who knew a brand new computer would physically fail.  Not a virus or anything like that!  I have an external hard drive now and will backup each night.  So I will take that blame but HP should offer to get your info for free if you lose it because of a massive failure of the equipment within a year!!!  They suck and I will warn everyone not to buy their computers!  They obviously don't care about us!!!!","review","english","HP","Consumer","1","2018-06-28T22:48:36.000+00:00","Never use an HP laptop!!","1"
"dict","If i could give them a 0 i would. They have the worst customer services. I sent my sons laptop of to be repaired because it was still under warranty. What was suppose to be a week  process turned into 3 weeks because they  canceled my order after i paid 27 dollars for shipping then they sent the laptop to an address i had no idea if they would tell me every time i called the HP would be sent to me in 2 days still never gotten it, and now they called me talking about the problem they found is not covered and would cost 220 dollars. I WOULD NOT RECOMMEND HP TO A DAMN DOG they are full of bs","review","english","HP","Amber Bias","1","2018-06-28T20:49:14.000+00:00","If i could give them a 0 i would","1"
"dict","Absolute WORST quality printers now...constant problems, terrible build quality, ZERO RELIABILITY. Re-purchased the same unit ( to maintain Instant-Ink account ) THREE TIMES IN SIX MONTHS due to printer failure. Thanks for nothing China...what a POS.","review","english","HP","James Lange","1","2018-06-28T16:41:02.000+00:00","Absolute WORST quality printers…","1"
"dict","So bad customer service of HP I don't want to use HP product in future.","review","english","HP","Mcafee help","1","2018-06-25T21:55:32.000+00:00","So bad customer service of HP I don't…","1"
"dict","HP Notebook core i7 7th Gen is the worst computer ever. Doesn't matter if you have the guarantee or not. I have one year with this laptop and I already sent to repair more than 5 times and still having issues. The still putting sh**** on the system for ask you more money. Don't buy this laptop! Is my first time with this brand and definitely the last one.","review","english","HP","Susana Machado","1","2018-06-21T10:40:40.000+00:00","HP Notebook core i7 7th Gen is the…","1"
"dict","Disgraceful company - paying for services that don't work and NO way of communicating. No customer services. No email or number. Avoid all dealing with HP. Even tried contacting George Brasher HP MD uk on linked in.","review","english","HP","Frank Richardson","1","2018-06-15T00:17:10.000+00:00","Disgraceful company - DO NOT USE","1"
