comment,language,product,reviewer,reviewer_review_count,time,title,vote
"I've bought many products from ASUS over the years and many of them have had issues.  One of the gaming laptops had severe over-heating issues where it constantly had to shut-down after less than an hour of gaming. So please tell me how this is a ""gaming"" laptop if it can't even play a small game for an hour on minimum graphics? It's all just a gimmick. Not to mention the battery died after a few months and would only work when plugged in directly to the power outlet.  Next, I built my own PC since laptops clearly weren't working, I bought 2 products from ASUS, the motherboard and RAM sticks. Now I'm not sure if it's the 3rd RAM slot on the motherboard or the 3rd RAM stick, but one of them clearly doesn't work as my computer won't boot if one of them is in use. It works fine once I keep that slot/RAM stick clear.  Their support is also non-existent and not to mention I'm upset that they've sided with NVIDIA in anti-competitive behaviour and snubbed AMD and removed all the premium branding on AMD devices to please their allegiance with the former.",english,asus,Stratos,2,2018-09-24T10:28:57.000+00:00,Issues Galore,1
Bought Asus laptop 3 years ago and have not numerous issues with it updating without my permission which can sometimes take hours after you have switched it on to use. Whilst the update is happening the laptop is unusable.  After the last update my laptop is erroring to a blue screen.,english,asus,jason nelson,1,2018-02-11T08:36:21.000+00:00,Bought Asus laptop 3 years ago and have …,2
"Don't buy a asus smart phone. They bring out updates which stops certain operations like the auto focus on your camera, to making your mic unusable. Then they tell you to send it to the nearest repair centre, and you get charged an arm and a leg, and the problem hasn't been resolved.. Waste of money",english,asus,Simon Liu,3,2018-02-07T21:08:12.000+00:00,Don't buy a asus smart phone,1
"So many bloody faults with my laptop that it makes you wonder if Asus even uses there’re own products in there’re own offices. Constant crashes, poor battery life and blank screens. Oh and good luck getting any help from the company itself.",english,asus,Thomas Dodd,1,2018-02-07T21:08:38.000+00:00,So many bloody faults with my laptop …,1
"Having recently bought 3 z500 tablets at nearly £1000, one of them started to have problems with its screen, just after the 12 month warranty.  A very unsympathetic customer services rep wasn't interested in any good will gesture despite having bought three and the device only just being out of warranty. As expected, the email with returns details for a repair has failed to arrive, so a good as new £300 tablet is rendered useless.  Certainly won't be buying anything else with an Asus badge. Lesson learned I guess.",english,asus,MH,1,2018-02-04T12:57:33.000+00:00,Asus. Very disappointing.,1
Had to give a star to post on this web site. After two months ASUS finally took back faulty computer. Now they are looking for payment before repair even though proof of warranty has been provided. Company does not respond to emails and unable to get an answer by phone. Am at my wits end. Any one have any ideas,english,asus,Jonathan Kiff,2,2018-01-26T18:01:16.000+00:00,Not worth one star,1
"We purchased an Asus UX310UA laptop for my wife to use for her business. The device is well constructed, although the track-pad could be better, and represented an excellent specification for the price.   Unfortunately, after having the laptop for a couple of months, we realised that the SD Card slot was faulty. The problem that we faced was that the card would physically not fit into the SD Card slot on the device which suggested some sort of manufacturing error.   We contacted the retailer in the first instance (AO) and they directed us to the manufacturer with whom they understood to have a service level agreement which guarantees a 7 day turnaround on repairs, including logistics. I contacted Asus who could not have been more difficult to deal with, here is a summary of the chain of communication.   - In the first instance, they suggested a full software reset of the laptop, which clearly was not necessary and I presume was suggested because they did not take the time to read the problem that I had described.   - On the second attempt at resolution, they informed me that I was using the wrong card and that my laptop does not have an SD card slot (it definitely does!).  - Third time lucky? Nope! Having sent them a photograph of the SD Card slot and the SD card I was using, they simply didn't respond.   - Having not received a response, I chased them up and they simply responded to tell me that the photographs were not attached. Of course they were to the original email, not the chaser.  - Finally, on the fifth attempt, they acknowledged that something didn't look right with the slot and directed me to the repairs process.  So you ask, what's the problem? Well, the problem is that there is no commitment as to when we will get the laptop back, no 7 day turnaround, in fact, no time frame whatsoever. Given the laptop is used daily for my wife's business, this has effectively left us stuck with a faulty laptop as we are unable to return it without knowing how long we will be without it.   If all goes well, you will probably be pleased with your Asus product but if there is a problem, then you may find yourself wishing you had spent your money elsewhere.",english,asus,Phil S,1,2018-01-24T17:08:38.000+00:00,"Faulty laptop, no commitment for turnarounds on repairs.",1
"DREADFUL CUSTOMER SERVICE a.) website makes no sense (I am computer literate) b.) keep sending me to other companies (I am a busy person) c.) keep telling me the serial bloody number is on the laptop (It is not) d.) Keep asking me for the serial bloody number (I don't have it) e.) Keep telling me the serial bloody number is on the laptop (Once again, it still remains not there) f.) Keep asking for the serial bloody number (And again, I don't have it) g.) They need the serial number (which I don't have) to do anything! h.) They are useless i.) They are only available during the normal working hours of a normal human being (I am a busy person) j.) Good products- DREADFUL customer service",english,asus,Gen Highton,1,2018-01-24T13:05:07.000+00:00,DREADFUL CUSTOMER SERVICE,1
"WISH I COULD GIVE 0 STARS!! CUSTOMER SERVICE DREADFUL. MY ITEM WASN'T EVEN A YEAR OLD, WHEN THE BATTERY DEVELOPED A FAULT, LEAVING ME UNABLE TO CHARGE IT. CONTACTED THE CUSTOMER SERVICE (48 HOURS RESPONSE TIME - YEAH RIGHT!!!). THEY TOOK SO LONG TO RESPOND THAT MY WARRANTY RAN OUT. I BELIEVE THIS WAS DONE ON PURPOSE, SO THAT THEY DIDN'T HAVE TO REPAIR UNDER WARRANTY! SERIOUSLY, NOT EVEN A YEAR OLD! SO, TO SUM UP: CUSTOMER SERVICE UNHELPFUL AND UNACCEPTABLE; AND TECHNOLOGY UNRELIABLE AND PRONE TO BREAKING QUICKLY! I WILL NOT BE BUYING ANYTHING FROM THEM AGAIN. IF ANYONE ELSE HAS HAD SIMILAR PROBLEMS AND WISHES TO BAND TOGETHER AND GO TO THE PRESS, PLEASE LET ME KNOW. I'M MORE THAN HAPPY TO DO A PIECE ABOUT HOW BAD THEY ARE. JUST RESPOND TO MY REVIEW, AND WE'LL GO FOR IT.",english,asus,Customer,6,2018-01-24T13:08:29.000+00:00,WISH I COULD GIVE 0 STARS!!,1
"Asus Sonicmaster Windows laptop. fully charged battery lasts 15 minutes before the laptop shuts downs. doesn't start up again unless it's connected to the main supply. Battery indicator shows 94% charged. Checked with the ASUS assistant but had to register, tried to register but it couldn't connect to their server. It's 4 months old but bought 3500 miles away so I can't nip back to the shop with it. I bought this to replace my ASUS TF1 Android 2 in 1 because it keeps shutting down without warning. In pursuit of adequate would be a more realistic goal. Lesson learned though",english,asus,John Bowie,7,2018-01-23T18:52:11.000+00:00,Asus Sonicmaster Windows laptop,2
Great products! at the moment I have a asus tablet transformer very handy and well build.,english,asus,Karo Leven,1,2018-01-17T12:05:27.000+00:00,Products are great at the moment i have …,5
"Asus UK must have the worst technical support I have ever seen. Contacted them ref OLED on their PRIME X299-DELUXE motherboard not displaying anything,and told them I had the latest Bios installed, eventually when they got back to me they suggested installing the latest Bios, did they even read the message? So I rang them with the problem, and after telling them on the phone I had the latest Bios installed, they suggested after a long pause to go on their website and install the latest bio......hello is anyone listening! I gave up realising I was wasting my time with them,  because they seem to think the latest Bios was what you say to customers when you don't have a clue what the initial problem is. Asus as you can see from dozens of other reviews are a complete waste of time, once you buy a product that's it forget any support, I gave them a one star just for eventually answering the phone!  UPDATE ...... Two weeks after I contacted them I received an E-Mail from their so called support team stating "" the OLED on your motherboard is faulty ""    ..................  "" YOU DON'T SAY "" , no mention of giving any help to rectify the problem. How this company is managing to survive is a mystery, if the rest of the company is like their technical support then it's days are number in today's market. I have dealt with Chillblast in the past and what a difference, their support is second to none. not only do they have great tech' engineers who know their jobs but they will go out of their way to ensure your problem is sorted, and stay on it until it is. My advice for anyone with shares in Asus "" SELL THEM "" before you loose your money. Finally stay clear of ASUS's products because after you hand your money over your on your own.",english,asus,John Kane,1,2018-01-14T10:53:03.000+00:00,Worst Support ever!,1
"Reasonable products, very, very poor company.  They list features on their own website for motherboards, which when you enquire of the UK technical support, they tell you isn't compatible.  Hell, it even says it's compatible on the BIOS screens.  If anything goes wrong that turning off &amp; on again can't fix, you're on your own.",english,asus,Citizen Pain,6,2018-01-03T15:33:44.000+00:00,Technical Support - Absolutely Dire,1
Terrible customer service. Bought a monitor with dead pixel. No response from customer service even though its 2 days old and registered for warranty. Avoid all Asus products.,english,asus,Subhash,2,2018-01-03T15:34:39.000+00:00,Terrible customer service - Asus,1
"Reseller told us to get in touch with Asus directly as product was under warranty. Definately won't be using this reseller again, I guess the crafty buggers knew that dealing with Asus direct was going to be problematic.  Shocked and appalled at Asus Customer Service. Their products have usually been good to me but if you get one with a defect, expect to not get any customer service at all.  Their RMA site is abysmal, doesn't even work.  Customer Service calls are terrible, it's like they hate their job... and that's if you get through to them. Be prepared to be cut off the phone if your haven't got through in about the 11 minute mark.  Is anyone at Asus looking into all these negative reviews.  I certainly won't be purchasing or recommending anymore Asus products, for personal or business use.",english,asus,James Deam,5,2017-12-25T08:50:04.000+00:00,dealing with Asus direct was going to be problematic,1
Purchased a ASUS motherboard + processor etc for their cashback offer. been over 90 days and still yet to received my cashback,english,asus,Matt,7,2018-01-02T03:24:21.000+00:00,Asus Cashback not being honoured !!,1
"Purchased a CPU and Motherboard  combo just because there was a CASHBACK OFFER. Sadly, I have not received the CASHBACK money. I have sent several email to the support team but no luck. According to the TERMS AND CONDITION, I should received the money within 60 days.",english,asus,Sumed M,2,2017-12-16T11:54:12.000+00:00,Motherboard cashback offer ***SCAM***,1
"Refurbished replacement monitors are shockingly bad... Covered in dust, crap behind the screen, screen bulging out of bezel, scratches all over the base and dead pixels. How can a huge company have such a bad reputation over customer service?? Never buy anything Asus again!",english,asus,David,3,2017-12-12T00:25:52.000+00:00,Refurbished replacement monitors are …,1
"Absolutely appalling customer service. Broken english, unwilling to do even the most basic things to put things right when they make a mistake.  I was amazed at how bad this is for a major company.",english,asus,A Mac,2,2017-11-16T15:26:28.000+00:00,Absolutely appalling customer service,1
"This has got to be the worst company in the world !! Customer service is shocking and should be made illegal how they deal with customers ! Had a asus Trasformer T100chi that had the charge port fell out, sending it back was easy, they collected it and said it would be two weeks maximum we are now 4 months in and I still don't have a laptop!! At first they said it was awaiting parts after a month I called them and this is what I was told , After another two weeks they said my unit couldn't be repaired and would issue a buy back of 80% but for my inconvenience they would offer a 100% buy back at this point I just wanted a working laptop asked if it was possible to send me another unit ? To a reply off no we don't have any!! But then offered me a older lesser model nearly 4 years old !!! To my reply of not a chance ! They then stated that they wanted to now give me money back again now at only 80% of what I paid ? So I said I will only accept a newer model then mine or a unit identical to mine considering they had the cheek to offer me a 4 year old machine in which said they could give me they same unit identical to mine as they had sourced one . On waiting again another month and calling again ,as I was expecting it to be shipped out was then told the unit didn't pass there quilty control and had a damaged screen so once again had reverted to the buy back at 80% now at this point I'd had enough and said fine so they sent me forums to fill in and send back via email which I did a month and a half ago and still nothing I keep calling there customer service to complain only to receive emails saying  ""it's with the relivent department "" every time, this all started at the End of June when I sent my unit it we are now in September and nothing has been resolved no money no laptop and not sure what to do or where I stand this company should be banned from trading and selling there Rubbish goods never will I buy asus again and I'll make my mark buy telling everyone I can how crap they are !!!",english,asus,DirtyDozen12,1,2017-10-22T17:59:26.000+00:00,This has got to be the worst company in …,1
"I bought an ASUS laptop about a year ago and have had nothing but problems. At first I thought problems were due to Windows 10 however just after the warranty expired the problems got significantly worse. The laptop is just over a year old and is unusable, I will have to buy a new one.",english,asus,John Ryan,4,2017-10-22T18:00:19.000+00:00,DO NOT TOUCH!,1
"We purchased a ASUS GL753VE notebook, the laptop had a slight cosmetic defect so we contacted the retailer, they advised us to send it to the repair center by submitting an RMA to ASUS direct. We sent the laptop back for repair and it arrived back with a faulty screen and the bezel was not pushed back correctly, we sent photos to ASUS and they advised to RMA the device again. We sent the device to the ASUS repair centre again and it was sent back with a snotty letter advising us to just put up with the problems. We then found out that ASUS were sub contracting the work out in the UK to a company Business Computer Services UK LTD (Cambridge) We contacted them advising them of the problems and questioned their competency to repair the laptop to manufacturers  standards. They sent back an email saying: "" We have acquired further specs from ASUS to enable an additional attempt to satisfy the issue described.  Could you kindly raise another RMA"" 3 Attempts at fixing a broken laptop that was sent to them in perfect working order, apart from the logo on the lid was slightly protruding. Unhappy with the service we then contacted the Complaints department and tried to make a complaint over the phone, we were passed repeatedly to supposed managers in the Bulgarian call centre. I should have been speaking to the CEO in Taiwan the amount of so called managers i explained the problem to. We then sent complaints to the complaints email where we hit another brick wall, all we got was automated responses. We then sent a letter to their head office:   ASUS UK Service manager Asustek (UK) Limited Block 2 Eaton Court Maylands Avenue Hemel Hempstead Hertfordshire HP2 7TR  No Response.. It obviously went in the shredder as ASUS have no interest in solving customer complaints. what we dealt with was a monkey fire wall. Put there deliberately so you constantly speak to monkeys and never get to speak to the organ grinders. They just take your money. Doing a quick Google search i instantly realized that its not just me. ASUS UK, France, Germany, Italy, Netherlands all have gave ASUS 1 out of 10 reviews.. Thousands of unhappy customers.. Please if this message stops at least 1 person from buying and having to go through what we have, i will be happy. DO NOT BUY ASUS.. I Will try to steer well clear of buying any ASUS product or a product that is even related to ASUS ever again..",english,asus,Andy Young,3,2018-07-26T16:15:15.000+00:00,DO NOT PURCHASE ASUS PRODUCTS UNLESS YOU CAN GUARANTEE THEY WONT GO WRONG!!,1
"I bought a phone through Asus two months ago, within two months the battery would not charge, when I called the Asus support, they want $150 dollar to fix it plus I need to ship in the phone myself, everyone be aware! They say the phone is covered under warranty, not true, two months old phone they wound not fix it.",english,asus,Jenny Wang,1,2018-07-26T16:58:37.000+00:00,I bought a phone through Asus two…,1
"I guess that they use an old Traditional selling technique - you bought it, now go f..k yourself :D I've spent 2400$ for Asus ROG G752VS, turns out the whole series are defect. :D Never again!",english,asus,Preslav Atanasov,1,2018-10-01T20:53:07.000+00:00,Why you should not buy Asus!,1
"Totally not responding service and useless product . @ASUS product are bogus ,so don't purchase @ASUS product fraudulently sold having snail pace speed and complaint lossed as asus service number A1806142519 but not attended.",english,asus,sujeet kushwaha,1,2018-07-16T16:21:19.000+00:00,Totally not responding service and…,1
"Contacted customer service for help getting sound back on my laptop. They told me I needed different security to be able to run the new audio driver update and not having a whole lot of money at the moment I told him I could not do that at the moment. (wanted $120 or so for 1 year and $200 or so for 2 year). After being very persistent about needing it and me telling him no, he seemed like he wanted nothing to do with helping me. So I asked a friend and it was a simple 3 minute fix with no other security needed, they are just trying to get your money. Figured I would try to prevent some other person from being scammed into buying other security they don't need.",english,asus,Brian Royer,1,2018-10-26T18:15:50.000+00:00,Try to get you to buy security,1
"Wish I could give no stars at all. I brought my computer in January 2018 in May 2018 I went through the Customer Service online chat to find out how I could get my computer fixed because the keys kept popping off! So the rep tells me since the keyboard has been damaged its not under warranty...WHAT?! I didn't damage the key board after 5 months it was obviously already damaged when they sent it to me. So the rep tells me I'll have to pay a diagnostic fee and all these other charges I'll have to pay on a 5 MONTH old computer. I had my HP over 5 years never had a problem and certainly didn't have keys popping off. Now the C, M and R keys are off and the #4 keys is sticking. I work from home this is a HORRIBLE COMPUTER with the worse customer service...Stay away from this brand unless you have money to burn.",english,asus,Claudette Grimes,1,2018-07-07T10:00:51.000+00:00,Wish I could give no stars at all,1
"Absolute horrible customer service.   the outright refuse to repair device as they now state it is out of warranty. the delays caused by their end by their on the shipping labels and only after they receive the device did they state there would be a service fee as the RMA ended after the device was shipped.  The agent I spoke to on online chat was hostile and refused to look into the issue at all and once they did they again insisted on charging me a fee.  now I have to wait longer and longer on their customer service that did not do the warranty repair but now are delaying the repairs themselves by holding onto the device. This whole process feels like a scam and they are now holding the device hostage.   Aggressive, rude, stubborn and most of all unhelpful. absolutely the worst customer service I have ever experienced.",english,asus,Brandon Jones,1,2018-10-01T19:21:43.000+00:00,refused to perform warranty repair on open RMA with out service fee.,1
"Never buy any Asus laptops , they stop working after a certain period of time. And the service center are also too worst. When we ask them to repair the laptop , they themselves will never understand what is the main issue in the laptop, initially they will come up with one issue , and charge, after that the same issue again happens and they say there is one more issue.. damn y wudwe spend another 10 k over the old laptop?",english,asus,Seema Mistry,1,2018-07-05T06:23:53.000+00:00,Never buy any Asus laptops,1
zenfone2 bad product,english,asus,ciba,5,2018-10-01T19:07:36.000+00:00,zenfone2 bad product,1
"After buying several Asus products i took the decision to say that i am done with Asus.The last bad experience is owning an Asus Q504UAK laptop (i7 7500u, 16gb ram) because of their old BIOS drivers i have issues (ShutDowns on StartUp) with Windows 10 and also with Linux distros.Terrible support, also, making a good research on the subject for quite some time i have seen many threads in forums from ROG people having same issues and not getting help, on the other hand DELL support for the same issues as i had released BIOS updates for people owning DELL machines. Never again Asus, after many and many times being disappointed now i took the decision to never again buy an ASUS product.   Technical details of the problems. on Windows: error 1084 , intel hd620 issues with almost all drivers after win10 updates and old BIOS provided by ASUS(latest bios provided is 304, also tried 303). on Linux(FEDORA or UBUNTU), errors:  1)tpm_crb MSFT0101:00: [Firmware Bug]: ACPI region does not cover the entire command/response buffer.  2)intel_ish_ipc 0000:00:13.0: ISH: PCI driver initialization failed. 3)intel_ish_ipc 0000:00:13.0: ISH: hw start failed. 4)intel_ish_ipc 0000:00:13.0: [ishtp-ish]: Timed out waiting for FW-initiated reset",english,asus,George,1,2018-07-02T22:21:04.000+00:00,Never again an Asus product,1
"Horrible horrible horrible....dont touch....rude, poor customer service....terrible products.",english,asus,Ross Holmes,1,2018-10-01T19:05:53.000+00:00,Horrible horrible horrible....dont…,1
"There is no customer service for this company. When you fill in the info to get customer service, the click buttons do not work, and it just goes into a loop bringing you back to enter the same info again. Website is not secure, so be careful what personal information you enter. Even researching all their FAQ, and their suggestions, there is still no solution. WIFI disconnects every 3-5 days, and had to ""wake up"" via wired connection. Knowledge base is mostly for beginners, and with advance support.",english,asus,Vince Trustworthy,1,2018-06-25T15:39:11.000+00:00,There is no customer service for this…,1
I brought my ASUS about 2 years ago and still holding up. I like who we can turn the pc. Am writing a book. Am happy with it.,english,asus,Debbi,1,2018-06-24T17:38:02.000+00:00,I brought my ASUS about 2 years ago and…,5
"Here's the thing. They don't make a bad computer, however, getting service via their online system is living hell.",english,asus,David Steinhoff,9,2018-11-08T23:14:35.000+00:00,Service is living hell,2
I had bought ASUS Zen Phone mobile (assuming it will be good) but to my experience very bad performance. 1st - Had a display issue &amp; it took 2 months to get it repaired (within warranty) &amp; that too need multiple followups. 2nd - Power Issue - yet to recieve from Service center (almost 2 months) very surprised by the service being offered - pathetic !!!,english,asus,Pradeep,1,2018-06-21T07:08:21.000+00:00,I had bought ASUS Zen Phone mobile…,1
"I purchased an Asus notebook a year and a half ago. Within 3 months it was broken and from day one it was glitching. Now, my warranty was up after all the aggravation I went through, the computer completely shut down. Customer service did nothing but say, ""the warranty is up and you have to pay for a repair"" over and over again. Also, the man 'helping' me told me that it is common for people to get defective products! I asked for a supervisor to contact me, and it was the same man who talked to me beforehand! The overall is that they have terrible customer service and products, and will just disregard any complaint.",english,asus,Kokoko0404,1,2018-06-19T02:36:02.000+00:00,Doesn't even deserve 1 star,1
"I got the (in)famous PG278Q from a local store. For about 2.5 years it worked fine, then it started having problems. I returned it and it was sent in service, as it was still covered by the 3 years warranty. After 2 weeks I got a replacement. Please note that I took great care of my original monitor and I returned it in top notch condition and well clean. The replacement I got was a USED monitor, dirty and covered with glue in some places along the edge (including some hair samples). The monitor screen was clumsily cleaned and there was some white residue left all over it. When asked about it, the store I got it from told me that ASUS wasn't compelled by law to replace my defective monitor with a brand new one. I contacted ASUS and after going back and forth the conclusion was that the customer support team can only escalate the issue, not actually solve it and I should deal with the store I got it from. Really ASUS? You replace a high end monitor with a crappy used monitor that you dug up from a forgotten storage unit? And what about the QC of your products?  The story continues with the local store and I won't bother you with the details, suffice to say I had to contact the Bureau of Consumer Protection from my country to get my money back.",english,asus,Atombomb2097,9,2018-10-01T22:27:31.000+00:00,Poor customer service and overall QC of their products,2
"I purchased a notebook from Asus a couple of months ago worth $2500 and paid an additional amount on top of that for an international warranty as I am a frequent traveller.  This week, I left my laptop charger in Japan enroute to Singapore. When I arrived in Singapore (not my home country), I rang the Asus Singapore contact number to find out where I could purchase a replacement Asus laptop charger for my laptop and what the cost would be, thinking it should be a fairly simple process to get this information.  To my horror, I was informed by the customer service rep that he didn't have this information and that he would ring me back. He promised to ring me back by 5pm that day (I had the conversation with him at 10am). I told him it was absolutely necessary for me to obtain a charger that day as the bilk of my work involved working on my laptop.  Needless to say, I did not receive a call back until the next day at 12pm. But the clincher was this - he rang me to say that the Asus service centre in Singapore has refused to provide me with information on whether they had stock of the laptop charger or how much it would cost because I purchased my laptop in Australia and they will only help me if I walk into the Asus service centre.  How absolutely preposterous!! This must be the worst customer service I have received anywhere in the world and with any company. After paying over $2500 for a laptop WITH INTERNATIONATIONAL WARRANTY, I am told they will not answer a simple question as to where I can PURCHASE (I hasn't asked or a free laptop charger) in Singapore.  The best advice I can give is not to waste your money on an Asus computer. It is obvious they DO NOT CARE ABOUT THEIR CUSTOMERS!!",english,asus,Pam,2,2018-06-16T10:59:09.000+00:00,DO NOT PURCHASE FROM ASUS!,1
Worst experience with Poor customer support service no professionalism.,english,asus,Hannah Will,3,2018-06-03T17:45:20.000+00:00,Worst experience with Poor customer…,1
Good correspondence between the price and quolity. I had had a few laptops from them and all of them worked for a long time and showed the high level of productivity and reliability.,english,asus,Katlin Franco,2,2018-10-26T21:48:04.000+00:00,Good correspondence between the price…,5
"I've never in my life taken the time to review a company before. However, the distress this has caused me will never be forgotten and I will simply never buy a product from this company again, but I'd also like to warn others to be careful and think twice. All they are interested in is taking your money.  I bought an Asus Zenbook UX501J laptop in January last year, which is meant to be a high performance and reliable £1100 laptop. I bought it to keep me entertained as I work away all week, isolated with nothing to do at night. For the first 6 months it was fine, but that's the only positive I can give this piece of junk.   From then on I started getting blue screens, which changed each time, and while annoying and inconvenient, due to my circumstances and it being such a hassle to return, I just lived with it. I tried fixing it with formats to no avail. Eventually, and due to it being Christmas, I had free time to get it sent back and fixed. Asus Warranty collected it and repaired it (a hardware fault). Great, but still shouldn't be failing so soon after buying it.   So now it's the New Year and I finally have a working laptop. But then, one month later, and conveniently just out of warranty it turns itself off mid Internet browsing, and that's the last I had out of this £1100!!!! Laptop!! Now comes the 'Customer Service'. I wrote a very long email detailing the history and my disappointment that I'm left with nothing after spending so much money, literally, days after the warranty expired (I didnt even get a full year warranty as I never had a year of use in the first place). However, despite this, I soon found out there was absolutely no way of getting this email to Asus UK. There is no email address anywhere, and the online form they have only allowed a maximum of a few lines to be sent. Best part is, it never worked either, I tried for weeks on multiple different phones, desktops, etc. But I could never get it to submit my complaint! I tried the online chat and tried to get them to address my complaint, however, when I sent through my message, they told me I should ring up as they are the wrong department and there are no email addresses for me to contact.  Eventually I rang the customer service hotline which I didn't like to do, as I wanted a proper response from them. I spoke to a man who wasn't interested in the backstory because it was just out of warranty, and snapped that nothing can be done unless I pay £50 to inspect it. With parts and labour to be added depending on what is wrong.  The sheer bluntness of this experience, with no care that I've had the worst experience I've ever had with a product, didn't sit well with me. And with no way to speak to anybody properly, or even open a line of formal communication with them, I was damned to give them anymore money. I opted to get another company to look at it, whom found out the motherboard has died and that it's hundreds to fix. I don't have the money at the moment so as of writing, I have been without a laptop for 6 months, with absolutely nothing to show for my £1100, except grief that I ever bought it.  I would warn anybody looking to spend a significant amount of money on their products to think twice. If anything goes wrong, you are on your own, a faceless company that isn't interested  with no way to speak to anybody properly.   Anyway, my money is gone and I'm left with nothing but an expensive doorstop. Thanks for nothing.",english,asus,Colin Hird,2,2017-08-20T09:18:12.000+00:00,Worst experience I've ever had,1
"I can share the same experiences as the people below. Bought a £1200 monitor within a month so far I've had 4 replacements all worst than the previous.. The latest coming with two big cracks on either side of the screen with a year old manufactured date.  Their policy is to replace your brand new monitor with year old second hand replacements which haven't been serviced. Ive had 2 with scratches all over. Light bleed is a huge issue on all.   Customer service is non existent - you will get a lot of ""yes"" ""ok"" answers but with no results. Again 4 replacement units later I'm now awaiting a 5th one. STAY CLEAR OF ASUS",english,asus,st brice,3,2017-08-20T09:44:24.000+00:00,"Terrible Service, do not buy their products",1
"Repair Carried out Motherboard Swapped Less than 6 Months Old  Sent back to ASUS LET ME REPAIR Partners to Repair. Repair Number: RN92288836;ASUS Service No=E1707188503  Laptop was sent back damaged I took pictures before to show it was in excellent unbleamished condition.  They've asked me to send the unit away again so they can repair damage (if it's handled wrongly the first time I could be even more worse off)  This has only been recent 24th July I have requested compensation but received nothing.  I think this is is unacceptable and it will stop me buying a ASUS product in the future.  ASUS blame the Courier and not the repair centre but the Courier had a Secure Padded Box the laptop would not have moved, and also I bubblewrapped it even before he placed it in the box.  Repair only carried ou last month in July so Hoping that this review will go out to all after endless back to back emails with a very poor customer service experience indeed.  Regards Carl Webber",english,asus,Mr Carl Webber,3,2017-08-04T11:50:19.000+00:00,LAPTOP WAS SENT BACK DAMAGED,1
"Bought Zenfone 3 deluxe, they don't repair screen which is under warranty they offer me £45 just for shipment the phone + charges (inspector and servicing and parts) disrespectful people and irresponsible. I try to repair it from computer repair shop, and they are waiting for parts like 24 working days, and still, they have no idea. Please change these useless people behind the service. These people are the only reason ASUS does not become a famous brand in laptop and phone. Everyone giving 1 star never ever buy anything from ASUS.",english,asus,Mehran vafaei shalmani,2,2017-08-04T11:51:10.000+00:00,Disaster customer service ( not worth even 1 star),1
"If i could put zero I would.   Unable to speak to anyone. Fill out online form, only to be told to go back to the retailer who, (surprise , surprise) told me to contact the manufacturer.  Useless. Probably the worst technical support I've ever experienced.",english,asus,Luke,1,2017-08-01T18:00:14.000+00:00,Awful,1
"Purchased K501UB laptop 17 months ago for £699, laptop gave up after only 14 months. Asus refuse to stand by their product in any way. I have been charged £37.50 +VAT to collect and look at the laptop and now if I want the laptop back to have the repair performed elsewhere I have an additional charge of £45 to pay to have it returned. Including VAT that is £99 to be told that my Laptop needs a new Motherboard. The estimate for the new motherboard? Well that is £758.47! Come on Asus, really!!! UPDATE - 8/7/17 ASUS have agreed to foot the bill and the laptop was returned Monday this week. Disappointed by the communication of letmerepair, numerous emails and phone calls unanswered, laptop just arrived. Worring part was that the estimate the sent gave you 14 days to respond or your laptop would be destroyed. I had no confirmation from letmerepair that they had received contact from ASUS to undertake the work FOC so was worried they had not got word and would destroy the laptop. All worked out well in the end but did have to pick up the phone to ASUS support, online support would not stand by the product where as phoning support got much better response. Upgraded review to 2 stars but really shouldn't have to kick up such a stink to have repair done.",english,asus,Simon Orton,4,2017-07-19T14:11:19.000+00:00,"£758.47 to repair my £699 laptop, 2 months out of warranty! £99 to get it back!",2
"Bought ASUS ZenPad 3s 10, direct from Currys, when get back home i noticed there is a slight bent around the volume switch (wasn’t properly glued together) and because of that the volume button wasn't working properly sometimes increasing volume on its own! But my daughter was so happy she got a new tablet that I decided not to go back and replace with the new one. After some time, my daughter was so upset and wasn't using new tablet at all when i was asking what’s wrong she told me the tablet keeps increasing volume to max when watching YouTube or playing a game, then i decided to go and get it fixed. Currys took it for repair sent it to ASUS and today i got replay from Currys that ASUS sent them an email regarding my tablet. So basically, they emailed, that customer have caused damage to tablet and it is unrepairable!!!! Even a kid could see there is no visual damage caused by anything that it was production fault! And by the end of email ASUS asks customer to pay 45 quid if he wants to get item back!!! Asus UK service is terrible avoid at all cost.",english,asus,Marguss Vahers,3,2017-06-28T10:30:54.000+00:00,"ASUS ZenPad 3s 10 Warranty, production fault",1
"Brought a zenwatch 2 smart watch, expecting android wear 2.0 to be released. Promised 2 dates 1st Q1 then changed to Q2 which ended 31st May and no support from Asus uk what's so ever. Tried calling, social media. The boy reply to people they feel thy can give a good answer to so they can post it.  On this site you will find most times company's get back to you, but going by previous reviews it seems Asus don't do that. Words I would like to describe Asus would not be permitted on this site.  Stay away from Asus, and they have the check to promote a new product today, but they don't promote the lack of support or aftersales care they provide.",english,asus,J Johnson,5,2017-06-28T10:32:42.000+00:00,Brought a zenwatch 2 smart watch,1
